,Acanthonotozoma.inflatum,Acanthonotozoma.rusanovae,Acanthostepheia.behringiensis,Acanthostepheia.malmgreni,Actinaria,Adalaria.sp.,Admete.solida,Admete.sp..,Admete.viridula,Alcyonidium.disciforme,Alcyonidium.gelatinosum,Allantactis.parasitica,Amicula.vestita,Amphipoda,Amphiura.sundevalli,Anomalisipho.martensi,Anomalisipho.verkruezeni,Anonyx.sp.,Anthosactis.janmayeni,Arcteobia.anticostiensis,Arctolembos.arcticus,Arctonoe.vittata,Argis.sp.,Ariadnaria.borealis,Arrhis.luthkei,Arrhis.phyllonyx,Ascidia.callosa,Ascidiacea,Asterias.amurensis,Atylus.bruggeni,Atylus.carinatus,Atylus.smitti,Aulacofusus.brevicauda,Balanus.sp.,Bathypolypus.sp..,Beringius.stimpsoni,Boltenia.echinata,Boltenia.ovifera,Boreoscala.greenlandica,Boreotrophon.clathratus,Boreotrophon.cymatus,Boreotrophon.sp..,Boreotrophon.truncatus,Brachiopoda,Bryozoa,Buccinum.angulosum,Buccinum.ciliatum,Buccinum.glaciale,Buccinum.plectrum,Buccinum.polare,Buccinum.scalariforme,Buccinum.solenum,Buccinum.sp..,Buccinum.tenellum,Bylgides.promamme,Bylgides.sarsii,Bylgides.sp.,Calycidoris.guentheri,Caprella,Ceradocus.torelli,Cerianthus.lloydi,Chelyosoma.macleayanum,Chionoecetes.opilio,Chlamys.behringiana,Clinocardium.ciliatum,Colus.sabini,Colus.sp..,Corella.willmeriana,Coryphella.sp..,Crangon.dalli,Crepidula.sp..,Crossaster.papposus,Cryptonatica.affinis,Ctenodiscus.crispatus,Curtitoma.decussata,Curtitoma.incisula,Curtitoma.novajasemljensis,Curtitoma.sp..,Curtitoma.violacea,Cylichna.alba,Cylinchnoides.occultus,Dendrobeania.sp..,Dendrodoa.sp..,Dendronotus.sp.,Diaphana.hiemalis,Diastylis.alaskensis,Diastylis.goodsiri.scorpioides,Diastylis.sp.,Diastylis.spinulosa,Didemnum.albidum,Distaplia.alaskensis,Distaplia.occidentalis,Dulichia.spinosissima,Echinarachnius.parma,Edwardsia.sp..,Ericthonius.sp.,Eteone.spetsbergensis,Eualus.sp..,Eucratea.loricata,Eudistoma.parvum,Eugyra.sp..,Eunicidae,Eunoe.depressa,Eunoe.nodosa,Eunoe.oerstedi,Eunoe.sp.,Euphrosinidae,Eupyrgus.scaber,Eusirus.cuspidatus,Euspira.pallida,Evasterias.echinosoma,Flabelligera.mastigophora,Flabellina.sp..,Florometra,Gammaridae,Gastropoda,Gattyana.amondseni,Gattyana.ciliata,Gattyana.cirrhosa,Gattyana.sp.,Gaudichaudius.iphionelloides,Gersemia.rubiformis,Gorgonocephalus.sp.,Granotoma.albrechti,Halichondria.sp.,Haliclona.sp.,Halirages.nilssoni,Haliclystus.,Halocynthia.aurantium,Harmothoe.extenuata,Harmothoe.imbricata,Harmothoe.sp.,Henricia.sanguinolenta,Henricia.sp.,Henricia.tumida,Heteropora.sp.,Hexactinellida,Hiatella.arctica,Hippomedon.rylovi,Hippomedon.sp.,Holothuroidea,Hormathia.nodosa,Hyas.coarctatus,Hydrozoa,Ischyrocerus.latipes,Ischyrocerus.sp..,Isopoda,Labidochirus.splendescens,Lacuna.crassior,Lafoeina.maxima,Latisipho.hypolispus,Lebbeus.groenlandicus,Lebbeus.polaris,Lepeta.caeca,Lepeta.sp.,Leptasterias.arctica,Leptasterias.groenlandica,Leptasterias.polaris,Leptasterias.sp..,Lethasterias.nanimensis,Limneria.undata,Lumbrineridae,Maera.danae,Maera.prionochira,Margarites.costalis,Margarites.groenlandicus,Margarites.helicinus,Margarites.sp.,Melaenis.loveni,Melita.dentata,Melita.sp..,Melphidippa.sp.,Metopa.spitzbergensis,Metridium.sp..,Mohnia.sp..,Molgula.griffithsii,Molgula.retortiformis.,Molgula.sp..,Monoculodes.diamesus,Munnopsidae,Munnopsis.typica,Musculus.glacialis,Musculus.niger,Musculus.sp..,Myriotrochus.rinkii,Naticidae,Nemertea,Nemidia.microlepida,Neocrangon.communis,Neohela.monstrosa,Neoiphinoe.coronata,Neoiphinoe.kroyeri,Neopleustes.pulchellus.var..euacanthus,Nephtys.longosetosa,Nepthys.ciliata,Nepthys.sp.,Neptunea.communis,Neptunea.heros,Neptunea.sp.,Nereis.sp.,Nodulotrophon.coronatus,Nothria.conchylega,Obesotoma.japonica,Obesotoma.sp..,Obesotoma.tenuilirata,Ocnus.glacialis,Oenopota.bicarinata,Oenopota.declivis.,Oenopota.elegans,Oenopota.harpa,Oenopota.impressa,Oenopota.pyramidalis,Oenopota.sp..,Onchidiopsis.sp.,Ophiacantha.bidentata,Ophiocten.sericeum,Ophiopholis.aculeata,Ophiopleura.borealis,Ophiura.robusta,Ophiura.sarsii,Ophiuroidea,Opisthobranchia,Orchomene.pinguis,Orchomene.sp..,Orchomenella.minuta,Pagurus.capillatus,Pagurus.rathbuni,Pagurus.sp.,Pagurus.trigonocheirus,Pandalina.sp..,Pandalus.borealis,Pandalus.goniurus,Pandora.glacialis,Pannychia.moseleyi,Paramphithoe.cuspidata,Paramphithoe.polyacantha,Paroediceros.lynceus,Paroediceros.propinquus,Pelonaia.corrugata,Philine.sp..,Photis.sp..,Phyllodoce.groenlandica,Phyllodocidae,Platyhelminthes,Pleustes.cataphractus,Pleustes.panopla,Plicifusus.kroeyeri,Plicifusus.sp..,Polymastia.sp.,Polynoidae,Pontoporeia.femorata,Porifera,Propebela.arctica,Propebela.nobilis,Propebela.sp..,Protomedeia.grandimana,Protomedia.sp.,Pseudoliomesus.ooides,Psolus.peronii,Psolus.phantapus,Pteraster.jordani,Pteraster.militaris,Pteraster.obscurus,Pteraster.sp..,Pycnogonidae,Pyrulofusus.deformis,Quasimelita.formosa,Quasimelita.quadrispinosa,Retifusus.sp..,Rhachotropis.aculeata,Rhachotropis.oculata,Rhegaster.tumidus,Rozinante.fragilis,Sabinea.septemcarinata,Saduria.entomon,Saduria.sabini,Saduria.sibirica,Sclerocrangon.boreas,Scoletoma.fragilis,Scoletoma.sp..,Semisuberites.cribrosa,Serripes.groenlandicus,Serripes.sp..,Sertularia.sp...Thuiaria.sp.,Similipecten.greenlandicus,Socarnes.bidenticulatus,Solariella.obscura,Solaster.sp.,Spinther.sp..,Spirontocaris.sp.,Stegocephalus.ampulla,Stegocephalus.inflatus,Stegocephalus.sp.,Stegophiura.nodosa,Stenosemus.albus,Stomphia.sp.,Strongylocentrotus.pallidus,Styela.rustica,Styela.sp.,Suberites.sp..,Syllis.armillaris,Synidotea.bicuspida,Synidotea.sp.,Syrrhoe.crenulata,Tachyrhynchus.erosus,Tachyrhynchus.sp..,Tanaidacea,Tecticeps.sp..,Telmessus.cheiragonus,Tmetonyx.cicada,Trichotropis.sp..,Triopha,Tritonia.sp.,Tubularia.sp.,Unciola.leucopsis,Urasterias.lincki,Urticina.sp.,Velutina.coriacea,Velutina.laevigata,Velutina.sp.,Velutina.velutina,Volutopsius.sp..,Vulcanella.sp...,Weyprechtia.heuglini,Weyprechtia.pinguis,Zoanthidea
ML3-10,0,0,0,0,0,0,3.04,0,2.43,0,9.12,0,0,0,0,0,0,30.42,0,1.52,0,0,15.21,3.04,3.04,0,0,0,0,0,0,0,0,0,0,12.17,0,0,0,0,0,0,27.37,0,0,0,0,0,0,21.29,33.46,0,1.52,0,0,0,0,0,0,0,0,0,234.2,0,0,0,3.04,0,0,0,0,0,27.37,0,0,0,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,0,0,0,0,0,0,0,42.58,0,0,0,0,0,79.08,0,6.08,0,0,1.52,27.37,0,0,0,0,0,0,0,0,4.56,0,0,30.42,98.85,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,42.58,15.21,0,0,0,0,0,0,0,0,0,0,0,0,9.12,0,0,0,0,0,0,0,106.46,0,9.12,0,0,1.52,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,39.54,0,30.42,0,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,36.5,0,0,1.52,0,22.2,0,1.22,1.52,0,1.52,0,0,0,9592.71,0,0,0,0,0,18.25,0,0,0,0,0,0,0,0,0,6.08,0,0,0,0,0,3.04,0,3.04,0,9.12,0,0,0,0,0,0,0,6.08,0,0,0,0,30.42,0,0,0,0,0,6.08,0,0,0,0,1.52,0,0,0,0,0,0,0,4.56,0,0,0,33.46,0,0,0,0,0,0,0,3.04,0,12.17,3.04,0,0,0,0,0,0,0,0,1.52,1.52,0,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-11,0,0,0,0,0,0,0,1.57,0,0,12.59,0,0,0,0,0,0,12.59,0,6.53,6.3,0,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.04,0,0,0,0,0,0.79,29.91,0,0,0,4.72,0,0,0,0,0,0,1791.32,0,0,0,0,0,0,0,0,0,31.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.28,28.33,0,0,0,0,0,0,0,0,0,0,9.44,0,0,0,0,0,0,0.16,4.72,0,0,0,47.22,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.69,15.74,0,0,0,12.59,0,0,0,0,0,0,0,0,0,550.93,0,0,1.57,0,0,0,3.15,0,3.15,0,0,0.79,0,0,1.57,0,0,0,0,0,0,0,0,0,0,0,0,0,9.44,0.47,0,0,0,0,0,0,0,0,0,12.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,0,0,0,0,0,0,4.72,0,0,0,0,0,6.3,0,0,9.44,0,0,0,0,0,0,0,0.79,0,0.79,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,3.15,9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,51.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,6.49,0,3.33,0.81,0,3.24,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,19.46,0,0,0,0,0,0,911.57,0,0,0,0,0,0,0,0,0,3.24,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.64,12.98,0,0,0,0,0,0,0,0,0,0,17.84,0,0,0,0,0,0,0.32,11.35,0,0,0,0,35.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.73,0,1.62,0,0,0,0,0,3.24,0,0,0,0,0,51.9,194.64,0,0,0,0,0,0,0,0,8.11,0,0,1.62,0,0,0.81,0,0,0,0,0,0,0,0,0,0.81,0,0,0,1.62,0,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,22.71,0,0,0,0,0,4.87,0,0,55.15,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,1.62,0,0,4.87,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-13,0.26,0,0,0,0,0,1.62,1.62,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,3.24,0,0,0,0,0,0,0,16.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,1.62,0,0.81,0,0,12.96,0,0,0,0,0,0,385.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,0,0,0,1.62,0,0,0,0,0,0,0,0,22.69,0,0,0,0,0,0,0,0,0,9.72,0,0,0,0,0,1.62,0,0,0,0,0,0.13,0,0,0,0,0,123.17,0,1.62,0,4.86,0,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,0,0,0,0,0,11.34,0,0,38.89,0,0,0,0,0,0,0,1.62,0,0,0,0,1.62,1.78,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,3.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.01,0,0,0,0,0,0,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,0,1.72,0,0,0,0,0,0,265.97,0,0,0,0,0,0,0.86,0,0,3.43,22.31,0,0,0,0,0,0,0,0,0,5.15,0,0,0,0,0,0,0,0,0,0,0,0,0,61.77,0,0,0,0,0,0,0,0,0,0,0,44.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.15,6.86,0,0,0,6.86,0,0,10.3,0,0,0,0,0,44.62,0,0,0,0,0,0,0,0,0,61.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415.26,0,20.59,0,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,3.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-2,0,0,0,0,0,0,0,0,0,13.49,4.5,0,0,0,0,0,0,28.49,0,0,0,0.3,164.93,0,0,0,1.5,0,5540.3,0.3,0,0,0,0,0,0,80.97,14.99,0,0,0,0,0,0,38.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0.75,0,0,20.99,0,0,0,0,0,0,158.94,0,187.43,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1.5,0,0,145.44,13.49,0,0,0,25.49,0,0,0,3,0,0,0,19.49,0,0,0,592.26,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,32.99,0,0.03,0,0,0,0,0,0,0,14.99,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1.5,0,0,0,0,25.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,17.99,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1.5,0,0,0,4.5,0,272.89,0,709.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-3,0,0,0,0,0,0,0,0,0,0,0,0,12.46,0,0,0,0,6.23,0,0,0,0.62,305.16,0,0,0,3.11,0,0,0,0,0,0,0,0,0,370.55,1068.07,0,0,0,0,3.11,0,57.61,0,0,0,0,0,0,0,0,0,0,1.56,0,0,1.56,0,0,3.11,146.35,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,71.62,0,0,0,1.56,0,0,0,0,0,230.43,0,0,0,0,0,165.04,74.73,0,0,0,0,0,6.23,0,0,0,31.14,0,0,0,0,0,0,0,0,0,0,0,0,1.56,6.23,0,4250.48,295.82,0,0,0,0,0.93,0,0,12.46,0,84.08,0,0,0,0,0,0,822.07,152.58,0,0,0,12.46,0,0,0,0,0,0,0,59.16,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,0,0,6.23,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.07,0,0,0,0,0,0,4966.68,0,0,0,0,0,1.56,0,0,0,0,40.48,0,0,0,0,0,0,0,305.16,0,0,0,0,0,0,0,0,0,0,0,6.23,0,21.8,0,0,1.56,404.81,551.16,470.2,0,0,0.25,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-5,0,0,0,0,2.62,0,0,0,0,65.52,52.42,0,0,0,0,0,0,2.62,0,2.62,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,78.63,0,0,0,0,7.86,0,0,6.55,0,0,0,0,0,0,0,0,2.62,0,0,7.86,1.31,0,0,1.31,0,0,0,403.62,0,0,0,0,0,0,2.62,0,288.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,1.31,0,170.36,7.86,5.24,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,2096.74,0,0,0,0,0,0,0,0,0,0,0,73.39,13.1,0,0,0,0,0,0,225.4,7.86,0,0,0,13.1,0,2.62,0,0,0,0,0,94.35,5.24,0,0,0,0,0,0,0,39.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.24,0,0,0,0,0,0,0,0,0,0,125.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57,1.31,0,0,0,0,0,3137.24,0,0,0,0,0,1.31,0,0,7.86,0,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,6434.36,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,608.05,91.73,5.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0
ML3-6,0,0,0,0,6.04,0,0,0,0,0,0,0,0,0,0,0,0,6.04,0,6.04,0,0,84.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04,0,0,0,0,145.05,0,0,0,0,90.65,72.52,0,3.02,0,0,6.04,0,0,0,0,0,0,356.57,0,0,0,0,0,0,0,0,0,42.31,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,139,102.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.09,1.21,0,0,0,1813.09,3.63,0,0,0,0,0,3.63,1.21,0.6,0,0,12.09,0,0,0,0,0,0,0,114.83,3.02,0,0,0,24.17,0,0,0,0,0,0,0,0,18.13,0,0,0,0,0,0,0,6.04,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.92,0,12.09,0,9.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.04,0,0,0,0,0,12.09,0,0,18256.79,0,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02,0,0,0,3.02,0,0,0,0,0,0,0,0,0,0,0,0,8491.3,0,0,0,51.37,0,9.07,34.75,0,0,0,6.04,0,0,0,0,0,0,0,15.11,0,0,0,0,0,0,0,0,0,0,0,9.07,0,6.04,0,0,0,0,0,0,0,0,0,3.02,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-7,10.73,0,0,0,268.27,0,107.31,0,16.1,0,53.65,0,0,0,0,0,0,376.66,0,0,0,0,0,26.83,53.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.7,0,0,0,0,0,0,0,0,0,643.86,482.89,0,26.83,0,0,0,0,0,268.27,0,0,0,7297.05,0,0,0,53.65,0,0,0,0,0,26.83,0,0,26.83,0,0,0,26.83,26.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.93,42.92,0,0,107.31,1694.95,26.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214.62,53.65,0,0,0,0,0,0,0,0,0,0,26.83,0,1985.23,0,0,0,0,0,0,0,429.24,0,160.96,0,0,26.83,0,0,26.83,0,0,0,0,0,2.68,0,0,0,0,0,590.2,0,160.96,0,0,0,26.83,16.1,0,0,0,0,0,0,0,0,0,0,0,0,37.56,0,0,0,26.83,21.46,187.79,0,37.56,26.83,0,0,0,0,0,41475.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.19,0,0,0,0,0,0,48.29,0,0,0,0,0,1585.5,0,0,0,214.62,0,8.05,0,0,0,0,107.31,0,0,0,0,0,0,0,0,0,0,74.04,0,0,0,0,53.65,0,0,0,0,0,26.83,0,0,0,0,0,0,0,0,0,26.83,26.83,0,160.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-8,0,0,0,0,0,0,0,0,18.34,0,0,0,0,0,7.97,0,9.57,91.71,0,7.46,0,0,47.85,15.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.72,0,0,0,0,0,0,15.95,0,0,87.72,15.95,0,4.78,0,0,0,0,0,223.29,0,0,0,326.96,0,0,0,2.39,0,0,0,0,100.48,39.87,0,0,0,0,0,0,3.99,0,0,0,0,0,47.85,0,0,0,0,0,0,0,0,0,0,0,87.72,15.95,0,47.85,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,0,0,103.67,27.11,13.56,0,0,0,0,0,0,7.97,0,0,0,0,0,0,0,0,0,0,0,31.9,3.99,0,0,0,0,0,0,0,0,0,0,0,0,165.87,0,0,0,0,0,0,0,47.85,0,7.97,0,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,111.64,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9,0,0,0,7.97,3.99,0,0,2.39,3.19,26.32,0,14.35,0,0,0,0,0,0,25336.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.99,0,0,0,0,0,0,0,0,0,7.97,0,0,0,0,3.99,127.59,7.18,0,0,0,0,0,0,0,0,0,0,0,11.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.73,0,47.85,15.95,0,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ML3-9,0,0,0,0,0,0,0,0,9.86,0,0,0,0,0,0,0,0,20.11,0,0,0,0,138.01,0,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.29,0,0,3.29,0,0,3.29,0,0,6.57,0,0,0,703.17,0,0,0,0,0,0,6.57,0,0,6.57,0,0,0,0,0,0,3.29,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,3.29,59.15,0,0,3.29,0,0,52.57,0,0,0,0,0,0,0,0,0,0,0,0,0,98.58,0,0,0,52.57,295.73,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.57,0,0,6.57,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,59.15,0,32.86,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2365.81,0,105.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,377.87,0,0,0,0,27.6,0,6.57,0,0,0,0,0,0,21029.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,6.57,0,6.57,0,6.57,0,0,0,0,3.29,0,0,0,0,0,0,0,501.09,0,0,0,0,0,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.72,0,0,0,0
ML4-1,0.04,1.02,0,0,132.62,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,40.81,0,0,0,1530.28,0,0,22.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.77,0,0,0,38.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.78,0,0,0,0,0,0,0,0,0,16.32,0,0,0,0,0,0,0,0,0,6.12,0,0,0,0,0,816.15,0,0,0,0,0,0,4.08,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0.04,0,0,457.04,0,0,2.04,0,0,0,0,0,0.61,0,0,0,0,61.21,0,0,0,0,0,0,363.19,6.12,0,0,0,0,0,0,0,2.04,0,0,0,2.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,1.02,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0,0,0,73.45,0,0,0,0,0,0,0,0,0,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,40.81,0,0,0,0,0,0,0,873.28,0,0,0,0,0,0,0,0,0,716.17,0,0,0,0,0,0,0,0,10252.87,10.2,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,734.53,0,0,0,0,0,0,0,0,0,0,0,0,0
