"","species","Lat","Lon","Temp","Sal"
"156","Ankistrodesmus arcuatus",60.95757,17.16636,7.13103008270264,5.10805606842041
"157","Ankistrodesmus arcuatus",60.69692,17.28398,7.18121480941772,5.16506481170654
"158","Ankistrodesmus arcuatus",60.10986,18.57657,7.40293312072754,5.45923614501953
"159","Ankistrodesmus arcuatus",60.17682,18.48382,7.41296195983887,5.37830400466919
"160","Ankistrodesmus arcuatus",60.24931,18.41649,7.41194295883179,5.36520385742188
"161","Ankistrodesmus arcuatus",59.52486,18.75731,8.00227165222168,6.00419998168945
"162","Ankistrodesmus arcuatus",59.12155,18.63224,8.4537878036499,6.25912380218506
"163","Ankistrodesmus arcuatus",60.29853,18.33801,7.38050603866577,5.3436541557312
"164","Ankistrodesmus arcuatus",60.53203,17.66253,7.23820114135742,5.2280158996582
"165","Ankistrodesmus arcuatus",58.85202,17.8602,8.51181221008301,6.27549123764038
"166","Ankistrodesmus arcuatus",59.02449,17.62249,8.50397777557373,6.27064418792725
"167","Ankistrodesmus arcuatus",58.86936,17.59841,8.49499416351318,6.26817798614502
"168","Ankistrodesmus arcuatus",59.36413,18.28706,8.2770357131958,6.10446882247925
"169","Ankistrodesmus arcuatus",60.35582,18.27479,7.36923313140869,5.31998109817505
"170","Ankistrodesmus arcuatus",60.15101,18.70181,7.42974996566772,5.5173602104187
"171","Ankistrodesmus arcuatus",59.41931,19.17208,8.10717487335205,6.04475688934326
"172","Ankistrodesmus arcuatus",59.33389,18.76939,8.18876171112061,6.07582187652588
"173","Ankistrodesmus arcuatus",58.67112,17.01491,8.47561836242676,6.30913877487183
"174","Ankistrodesmus arcuatus",63.67278,20.33334,6.40638303756714,4.80235576629639
"175","Ankistrodesmus arcuatus",59.36615,18.34321,8.27001571655273,6.10089206695557
"176","Ankistrodesmus arcuatus",59.43943,18.39062,8.24091529846191,6.04596900939941
"177","Ankistrodesmus arcuatus",59.3192,18.15263,8.43201160430908,6.18409204483032
"178","Ankistrodesmus arcuatus",59.37828,18.6734,8.22283458709717,6.07535696029663
"179","Ankistrodesmus arcuatus",59.29523,18.31974,8.39597606658936,6.16202402114868
"180","Ankistrodesmus arcuatus",59.32534,18.37725,8.38415908813477,6.15898990631104
"181","Ankistrodesmus arcuatus",58.59636,16.84155,8.37806224822998,6.32952690124512
"182","Ankistrodesmus arcuatus",59.26851,18.38358,8.38415908813477,6.15898990631104
"183","Ankistrodesmus arcuatus",58.62837,16.30782,8.10061168670654,6.335618019104
"184","Ankistrodesmus arcuatus",60.14133,18.9025,7.48158502578735,5.54290390014648
"185","Ankistrodesmus arcuatus",60.3464,18.44778,7.37654876708984,5.33170890808105
"186","Ankistrodesmus arcuatus",59.29366,18.31829,8.39597606658936,6.16202402114868
"187","Ankistrodesmus arcuatus",59.52487,18.75732,8.00227165222168,6.00419998168945
"188","Ankistrodesmus arcuatus",59.52675,18.92883,8.00447273254395,5.9711389541626
"189","Ankistrodesmus arcuatus",59.22278,18.39213,8.44008636474609,6.22287178039551
"190","Ankistrodesmus arcuatus",59.15906,18.5543,8.44171142578125,6.2623438835144
"191","Ankistrodesmus arcuatus",59.08473,17.74215,8.48696899414062,6.27554512023926
"192","Ankistrodesmus arcuatus",58.6469,16.51354,8.18216037750244,6.333740234375
"193","Ankistrodesmus arcuatus",59.37692,18.44225,8.26107978820801,6.09809112548828
"194","Ankistrodesmus arcuatus",58.7154,17.28443,8.55113887786865,6.29436302185059
"195","Ankistrodesmus arcuatus",58.77192,17.42774,8.53070068359375,6.25452995300293
"196","Ankistrodesmus arcuatus",59.31379,18.8527,8.29801464080811,6.13012790679932
"197","Ankistrodesmus arcuatus",65.73,22.44617,5.56509876251221,3.92763590812683
"198","Ankistrodesmus arcuatus",58.73833,17.0715,8.47561836242676,6.30913877487183
"199","Ankistrodesmus arcuatus",58.44863,16.56369,8.31974411010742,6.37140893936157
"200","Ankistrodesmus arcuatus",58.43786,16.64293,8.34866046905518,6.36821985244751
"201","Ankistrodesmus arcuatus",58.40898,16.71167,8.50678443908691,6.3788948059082
"202","Ankistrodesmus arcuatus",58.61597,16.75591,8.32273483276367,6.33052778244019
"203","Ankistrodesmus arcuatus",59.3845,18.57889,8.2501277923584,6.09694576263428
"204","Ankistrodesmus arcuatus",59.32579,18.18221,8.42904281616211,6.18134593963623
"205","Ankistrodesmus arcuatus",63.525,19.80817,6.66263294219971,4.93662405014038
"206","Ankistrodesmus arcuatus",65.72983,22.44667,5.56509876251221,3.92763590812683
"207","Ankistrodesmus arcuatus",64.70917,22.06483,5.85863399505615,4.25095176696777
"208","Ankistrodesmus arcuatus",65.80733,22.37533,5.53015899658203,3.92492890357971
"209","Ankistrodesmus arcuatus",62.86333,18.26283,6.87620878219604,5.10276412963867
"210","Ankistrodesmus arcuatus",65.63152,22.27369,5.61140918731689,3.92507791519165
"211","Ankistrodesmus arcuatus",65.66089,22.24809,5.60901403427124,3.92226409912109
"212","Ankistrodesmus arcuatus",65.68336,22.28167,5.56062889099121,3.91852688789368
"213","Ankistrodesmus arcuatus",65.80783,22.3745,5.53015899658203,3.92492890357971
