"Score";"Label";"CCA1";"CCA2";"CCA3";"CCA4";"CCA5";"CA1"
"sites";"MoS_2_09";-0.788717340203127;0.272416745049442;0.198837438353139;0.738100637299784;-0.36686352871506;-0.668947616315321
"sites";"MoS_1.5_09";-0.0850550805841142;0.545339610276356;-1.3294667575742;-0.471689244377603;0.161706513847102;0.30442399343883
"sites";"MoS_1_09";0.0188905243017818;0.838586570587259;0.0743462057381296;-0.110228069318698;0.252158824887675;-0.0344940588611896
"sites";"MoS_0.5_09";0.543094365433323;0.358374658577336;-0.12594175080617;-0.206812110784597;-0.320506752422196;0.15044401170483
"sites";"MoS_-0.5_09";0.70293851947078;0.230588379650271;-0.593023914370369;-0.531633318915517;-0.556966233016589;0.665674258590914
"sites";"MoS_-1.5_09";-0.630348186578972;-1.12764725374152;-0.44642214081877;-0.0852743731323502;-0.186389769921387;-0.914029316058327
"sites";"SS_1.5_10";-1.73846872980579;-0.26990015309166;7.5891437062692;-7.29846364777665;-5.82046841690892;-3.3059905842417
"sites";"SS_1_10";-0.687751853459318;0.110293266539055;2.54053820215203;-1.56514725855807;-1.74136903049661;-0.798926238617405
"sites";"SS_0.5_10";-0.223831790550278;-0.676721059428731;0.845070541056471;-0.448245077513983;-0.537385305875426;-0.181202780475267
"sites";"SS_-0.5_10";-1.28366709717008;-1.44827902214878;0.471259193620296;-0.138805515371445;0.227199968659834;-0.971275108246918
"sites";"SS_-1.5_10";-1.73622829571863;-2.19953782701581;1.558391482292;-1.06853888813385;-0.350210743761363;-1.78671316216819
"sites";"SN_-3.5_10";-0.668392673519281;-0.283104240825982;0.496488711815052;0.0366705223274876;0.281221346112561;0.373659746236138
"sites";"SN_-1.5_10";-1.35319682565184;-0.853744870237719;1.56361612121507;0.511317579718188;-0.734322698590681;-1.16067497474122
"sites";"SN_-0.5_10";0.446439726230949;-0.441130326653111;0.867432090278771;0.50032918196479;0.225581542131175;0.613914672452853
"sites";"SN_0.5_10";-0.616555041520185;-0.346545746176344;1.49638984798162;0.182116329647656;-0.394690813826606;-0.646120070281312
"sites";"SN_1_10";-1.5701098958807;0.130724386052958;2.04966783530982;-0.251845479683735;-0.93702234171071;-1.51529638774864
"sites";"SN_1.5_10";-0.888148032444416;1.28864626016342;1.64721810702422;-0.827526178601949;-0.485639757293254;-0.439020799689551
"sites";"SN_2_10";-0.724976103798987;1.27990643308069;1.17214860903321;-1.22564391806154;-0.0904768149467957;-0.204920552292316
"sites";"MoN_-1.5_10";0.156250968333103;-0.25435607438994;0.222848433092755;0.221212580964066;0.444626864060638;-0.334845426258572
"sites";"MoN_-0.5_10";0.794771030694358;-0.534182095330463;0.307881004724234;0.64165134550507;-0.119482581875092;0.00741205670530702
"sites";"MoN_0.5_10";0.806862959285717;-0.127524893318528;0.0529557569056939;0.284081337016388;0.435953618002673;0.135547759169288
"sites";"MoN_1_10";0.00270052986968728;0.650615989502072;-0.228632648729493;-0.594876062003044;0.664425533075617;-0.0668812017861242
"sites";"MoN_1.5_10";-0.386623373028481;1.00916818378619;0.490604056596382;0.71772654244818;-0.276119346929389;-0.33079128694799
"sites";"MoN_2_10";-0.768778865633861;1.25180995855413;-0.303976066946936;0.272429763561899;-0.809826709070196;-0.385712227593865
"constraints";"Z _0.5_09";-0.315147542266694;-0.224195683807957;0.93704855926979;-0.84916789946661;0.0206516769863246;-1.59935275244989
"constraints";"BS_2_05";-0.484477230410833;0.489115042348996;0.697054938066816;-0.737345787366902;-0.300211482480928;-2.76942223459626
"constraints";"BS_1.5_09";-0.355427092984139;0.291417764817722;0.82066738891609;-0.666419463224241;-0.197030932332431;-0.565853861531738
"constraints";"BS_1_09";-0.0932129665468212;0.00266508920497038;0.799438039625555;-0.781705452979036;0.0206800877377249;-0.583791499791197
"constraints";"BS_0.5_09";-0.430239345758307;-0.101915478766331;0.189968455923936;-0.754628249997018;0.117110917279912;-0.838956223608009
"constraints";"BS_-0.5_09";-1.37328264655445;-0.0639830991413047;-0.389182341385619;-0.129559148415651;-0.0317289116308985;0.563724532629872
"constraints";"BS_-1.5_09";-1.19774401081964;-0.399915611610338;-0.0356218124665119;0.137019697416779;0.0983685383264166;0.387829911065567
"constraints";"BN_-0.5_09";-1.01851857882282;-0.132013266626239;0.165135846916967;-0.090893617445502;-0.026842974357307;0.0139494142902554
"constraints";"BN_0.5_09";-0.482958344915668;-0.00260087209304619;0.57575524070116;-0.489311866936185;-0.0340403008411456;0.171801613777456
"constraints";"BN_1_09";-0.444220936352618;0.161574389996639;0.716052322290206;-0.544452507461014;-0.134790951571373;-0.0297439272209286
"constraints";"BN_1.5_09";-0.554628013113785;0.355546999145515;0.621763152822965;-0.613624866757248;-0.23770151289562;0.290553318492157
"constraints";"BN_2_09";-0.655979986317449;0.539117067128647;0.494477545358799;-0.708444051501475;-0.32546733968163;-3.1686305050188
"constraints";"MidN_2_09";-0.235797488156446;0.78304191166922;0.206157865582545;-0.154799670912557;-0.220084795397227;0.102829635811953
"constraints";"MidN_1.5_09";-0.0747880615032286;0.557475947032386;0.261940862130528;-0.147113427966664;-0.0789074144910121;-0.158530765739336
"constraints";"MidN_1_09";0.192752897038619;0.289142621760398;0.36718752990536;-0.195651406831836;0.101346752469928;0.181670807890612
"constraints";"MidN_0.5_09";0.162004884932033;0.0804039906067921;0.0032616955676187;-0.27225282323982;0.277281098242829;0.378572338574057
"constraints";"MidN_-0.5_09";-0.156768788478468;-0.248715899561488;-0.463076011787081;-0.315448726062315;-0.281572718458037;-1.04809606381694
"constraints";"MidN_-1.5_09";-0.0211805418273061;-0.662601145011166;-0.644742832511473;-0.317615888634786;-0.00191784488813226;-0.863541135544395
"constraints";"MidN_-3.5_09";0.532306129210525;-1.46083959190106;-0.0916464663502931;-0.030402662371293;0.411344333354369;-2.60832555515183
"constraints";"MoS_2_09";-0.283510708556828;0.932676348806573;-0.0500838313855118;0.100922254994274;-0.233162189744715;-0.668947616315321
"constraints";"MoS_1.5_09";-0.103858221238084;0.70338571578734;0.035022446544507;0.110362462786593;-0.0917148200142485;0.30442399343883
"constraints";"MoS_1_09";0.232928147861341;0.399734366644995;0.131086222782117;0.00209233241750504;0.127076155352912;-0.0344940588611896
"constraints";"MoS_0.5_09";0.545744624190707;0.079388335544288;0.0713507005723248;-0.174679773687627;0.38305399500503;0.15044401170483
"constraints";"MoS_-0.5_09";0.288226964881319;-0.240486209430427;-0.180541145570902;-0.145865771081226;-0.212446708332289;0.665674258590914
"constraints";"MoS_-1.5_09";0.0110053125389521;-0.507446031062648;-0.657215386886021;0.0118699075473669;-0.051372137047822;-0.914029316058327
"constraints";"SS_1.5_10";-0.569258658350091;0.4766454048071;0.445914034880917;-0.395514542595624;-0.248361281613126;-3.3059905842417
"constraints";"SS_1_10";-0.430620563815373;0.28562600005917;0.631846205109155;-0.297187428158546;-0.16005547717861;-0.798926238617405
"constraints";"SS_0.5_10";-0.166275023175977;0.0651949802427744;0.991881485322163;-0.200282954943697;-0.0624223781173355;-0.181202780475267
"constraints";"SS_-0.5_10";-1.01450616339359;-0.0146395293470526;0.0186100103569551;0.128970671562547;-0.0372327542505612;-0.971275108246918
"constraints";"SS_-1.5_10";-0.950825891651941;-0.328224031521693;0.196230850983847;0.385025728316423;0.091244762761239;-1.78671316216819
"constraints";"SN_-3.5_10";-0.835011512708095;-0.916067454340183;0.485435197426349;0.964804462522524;0.344759752926925;0.373659746236138
"constraints";"SN_-1.5_10";-0.38443717556006;-0.404363169845269;1.03921523901568;0.507067259253971;0.096174372455149;-1.16067497474122
"constraints";"SN_-0.5_10";-0.410831325970659;-0.0982280044354271;0.920240961152857;0.254520132192947;-0.0317631669081466;0.613914672452853
"constraints";"SN_0.5_10";-0.345608733705182;0.138042577215155;0.66193461807256;-0.148400017863179;-0.0682923213935231;-0.646120070281312
"constraints";"SN_1_10";-0.442166728354834;0.32495158158996;0.565808870297874;-0.229518807460197;-0.163495521036526;-1.51529638774864
"constraints";"SN_1.5_10";-0.52487564089297;0.504796981190693;0.467846544215743;-0.322584027357998;-0.250991358998284;-0.439020799689551
"constraints";"SN_2_10";-0.533012310768998;0.669743707261831;0.487177343661757;-0.408633387870096;-0.337407241663033;-0.204920552292316
"constraints";"MoN_-1.5_10";0.592133735969584;-0.509644811308796;0.109516736331222;0.278096808462525;-0.0530264878084434;-0.334845426258572
"constraints";"MoN_-0.5_10";0.626995599660099;-0.19426430070539;0.204988319679876;0.0975595868303974;-0.217610913808192;0.00741205670530702
"constraints";"MoN_0.5_10";0.455722863662362;0.211277617064501;-0.217555305963722;0.0284043927562036;0.371680046571321;0.135547759169288
"constraints";"MoN_1_10";0.161549447998524;0.527898979782809;-0.128496502371894;0.206930463707762;0.115972195743455;-0.0668812017861242
"constraints";"MoN_1.5_10";-0.175236921100901;0.831550328925154;-0.224560278609504;0.31520059407685;-0.102818779623705;-0.33079128694799
"constraints";"MoN_2_10";-0.243031044426483;1.03849295164999;-0.133726868247308;0.316284175363086;-0.242646216408657;-0.385712227593865
"biplot";"Distance";0.507902866737161;0.105920917252302;-0.0912332186724499;0.0838703066422053;-0.0208706131925335;0
"biplot";"Depth";0.0711626593541334;0.41547981118024;0.0203431898841989;-0.0715718394138671;0.00386391233922679;0
"biplot";"Slope";-0.269800557537073;-0.318982740321719;-0.155978992919618;0.00565085713843732;-0.0168461468491736;0
"biplot";"Cover";0.509084214468536;0.0119554199633359;-0.0892300264499018;-0.0403833593933825;0.0795164376727964;0
"biplot";"Alaria1";0.306039371560357;-0.250839105379231;-0.0695064894961919;0.00567823903808177;-0.122932032196659;0
"centroids";"Alaria0";-0.237045791663802;0.194289885029165;0.0538369319750975;-0.00439813564240365;0.0952182091615293;0
"centroids";"Alaria1";0.395113941013957;-0.323847310826336;-0.0897367644263032;0.00733092409946142;-0.15871212736593;0
