"Year","Season","Bank","Sample","L","Status","Number_of_crushed"
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",5,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",6,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",7,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",8,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",9,"alive",NA
2011,"August","mat","2",10,"alive",NA
2011,"August","mat","2",10,"alive",NA
2011,"August","mat","2",10,"alive",NA
2011,"August","mat","2",12,"alive",NA
2011,"August","mat","2",12,"alive",NA
2011,"August","mat","2",27,"alive",NA
2011,"August","mat","2",30,"alive",NA
2011,"August","mat","2",26,"alive",NA
2011,"August","mat","2",28,"alive",NA
2011,"August","mat","2",29,"alive",NA
2011,"August","mat","2",25,"alive",NA
2011,"August","mat","2",26,"alive",NA
2011,"August","mat","2",26,"alive",NA
2011,"August","mat","2",23,"alive",NA
2011,"August","mat","2",23,"alive",NA
2011,"August","mat","2",32,"alive",NA
2011,"August","mat","2",25,"alive",NA
2011,"August","mat","2",23,"alive",NA
2011,"August","mat","2",24,"alive",NA
2011,"August","mat","2",20,"alive",NA
2011,"August","mat","2",25,"alive",NA
2011,"August","mat","2",25,"alive",NA
2011,"August","mat","2",28,"alive",NA
2011,"August","mat","2",21,"alive",NA
2011,"August","mat","2",24,"alive",NA
2011,"August","mat","2",21,"alive",NA
2011,"August","mat","2",24,"alive",NA
2011,"August","mat","2",21,"alive",NA
2011,"August","mat","2",25,"alive",NA
2011,"August","mat","2",21,"alive",NA
2011,"August","mat","2",19,"alive",NA
2011,"August","mat","2",18,"alive",NA
2011,"August","mat","2",21,"alive",NA
2011,"August","mat","2",18,"alive",NA
2011,"August","mat","2",20,"alive",NA
2011,"August","mat","2",20,"alive",NA
2011,"August","mat","2",18,"alive",NA
2011,"August","mat","2",14,"alive",NA
2011,"August","mat","2",18,"alive",NA
2011,"August","mat","2",21,"alive",NA
2011,"August","mat","2",17,"alive",NA
2011,"August","mat","2",18,"alive",NA
2011,"August","mat","2",21,"alive",NA
2011,"August","mat","2",17,"alive",NA
2011,"August","mat","2",18,"alive",NA
2011,"August","mat","2",12,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",18,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",11,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",13,"alive",NA
2011,"August","mat","2",14,"alive",NA
2011,"August","mat","2",13,"alive",NA
2011,"August","mat","2",12,"alive",NA
2011,"August","mat","2",13,"alive",NA
2011,"August","mat","2",13,"alive",NA
2011,"August","mat","2",12,"alive",NA
2011,"August","mat","2",15,"alive",NA
2011,"August","mat","2",16,"alive",NA
2011,"August","mat","2",11,"alive",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",4,"dead",NA
2011,"August","mat","2",4,"dead",NA
2011,"August","mat","2",5,"dead",NA
2011,"August","mat","2",5,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",1,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",2,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",3,"dead",NA
2011,"August","mat","2",4,"dead",NA
2011,"August","mat","2",4,"dead",NA
2011,"August","mat","2",4,"dead",NA
2011,"August","mat","2",4,"dead",NA
2011,"August","mat","2",5,"dead",NA
2011,"August","mat","2",5,"dead",NA
2011,"August","mat","2",5,"dead",NA
2011,"August","mat","2",5,"dead",NA
2011,"August","mat","2",37,"dead",NA
2011,"August","mat","2",37,"dead",NA
2011,"August","mat","2",37,"dead",NA
2011,"August","mat","2",38,"dead",NA
2011,"August","mat","2",38,"dead",NA
2011,"August","mat","2",40,"dead",NA
2011,"August","mat","2",40,"dead",NA
2011,"August","mat","2",34,"dead",NA
2011,"August","mat","2",29,"dead",NA
2011,"August","mat","2",30,"dead",NA
2011,"August","mat","2",31,"dead",NA
2011,"August","mat","2",27,"dead",NA
2011,"August","mat","2",7,"dead",NA
2011,"August","mat","2",7,"dead",NA
2011,"August","mat","2",32,"dead",NA
2011,"August","mat","2",32,"dead",NA
2011,"August","mat","2",26,"dead",NA
2011,"August","mat","2",31,"dead",NA
2011,"August","mat","2",25,"dead",NA
2011,"August","mat","2",30,"dead",NA
2011,"August","mat","2",25,"dead",NA
2011,"August","mat","2",37,"dead",NA
2011,"August","mat","2",27,"dead",NA
2011,"August","mat","2",29,"dead",NA
2011,"August","mat","2",27,"dead",NA
2011,"August","mat","2",30,"dead",NA
2011,"August","mat","2",26,"dead",NA
2011,"August","mat","2",31,"dead",NA
2011,"August","mat","2",16,"dead",NA
2011,"August","mat","2",21,"dead",NA
2011,"August","mat","2",30,"dead",NA
2011,"August","mat","2",26,"dead",NA
2011,"August","mat","2",24,"dead",NA
2011,"August","mat","2",18,"dead",NA
2011,"August","mat","2",18,"dead",NA
2011,"August","mat","2",15,"dead",NA
2011,"August","mat","2",25,"dead",NA
2011,"August","mat","2",28,"dead",NA
2011,"August","mat","2",25,"dead",NA
2011,"August","mat","2",34,"dead",NA
2011,"August","mat","2",21,"dead",NA
2011,"August","mat","2",21,"dead",NA
2011,"August","mat","2",38,"dead",NA
2011,"August","mat","2",25,"dead",NA
2011,"August","mat","2",15,"dead",NA
2011,"August","mat","2",28,"dead",NA
2011,"August","mat","2",28,"dead",NA
2011,"August","mat","2",28,"dead",NA
2011,"August","mat","2",29,"dead",NA
2011,"August","mat","2",29,"dead",NA
2011,"August","mat","2",29,"dead",NA
2011,"August","mat","2",26,"dead",NA
2011,"August","mat","2",27,"dead",NA
2011,"August","mat","2",30,"dead",NA
2011,"August","mat","2",26,"dead",NA
2011,"August","mat","2",27,"dead",NA
2011,"August","mat","2",25,"dead",NA
2011,"August","mat","2",23,"dead",NA
2011,"August","mat","2",15,"dead",NA
2011,"August","mat","2",24,"dead",NA
2011,"August","mat","2",23,"dead",NA
2011,"August","mat","2",22,"dead",NA
2011,"August","mat","2",18,"dead",NA
2011,"August","mat","2",19,"dead",NA
2011,"August","mat","2",15,"dead",NA
2011,"August","mat","2",15,"dead",NA
2011,"August","mat","2",16,"dead",NA
2011,"August","mat","2",16,"dead",NA
2011,"August","mat","2",13,"dead",NA
2011,"August","mat","2",13,"dead",NA
2011,"August","mat","2",16,"dead",NA
2011,"August","mat","2",15,"dead",NA
2011,"August","mat","2",15,"dead",NA
2011,"August","mat","2",16,"dead",NA
2011,"August","mat","2",17,"dead",NA
2011,"August","mat","2",12,"dead",NA
2011,"August","mat","2",12,"dead",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",0.5,"alive",NA
2011,"August","mat","2",NA,"crushed",56
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",1,"alive",NA
2011,"August","mat","4",2,"alive",NA
2011,"August","mat","4",2,"alive",NA
2011,"August","mat","4",2,"alive",NA
