Species;Place;Room;Ring;Date_BMR;Slide;IL6;Experiment;FoxBox;Exp;Mix;DPI_BMR;Mass;BMRbasedOnRealRQ;MassSpecificBMR;MeanBMRO2fixRQ;RQ;Channel;FirstMeasurement;Total_erythrocytes;Parasitised_erythrocytes;Parasitemia;DPI_Parasitemia;Date_blood;Temperature;Survival
Passer domesticus;Rybachy;Sparta;KS30640;NA;538;"18,24";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;14600;5;"0,034246575";13;01.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30672;NA;539;"19,46";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;14300;10;"0,06993007";13;01.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30660;NA;540;"15,29";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;17100;17;"0,099415205";13;01.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30681;NA;541;"19,57";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;13100;34;"0,259541985";13;01.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30680;NA;542;"18,93";Exp_1;NA;1;SingleLine;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;13;01.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30636;01.09.2021;543;"14,38";Cont;New;0;Control;7;"23,79";"33,95229692";"2,969212943";"33,97384733";"0,786081942";4;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30623;01.09.2021;544;"14,04";Cont;New;0;Control;7;"20,92";"32,98278445";"3,267331732";"32,98463231";"0,801300291";5;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30661;01.09.2021;545;"19,02";Cont;New;0;Control;7;"27,45";"40,09892884";"3,042655705";"40,13115966";"0,781652573";2;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;01.09.2021;546;"14,5";Cont;New;0;Control;7;"22,3";"28,4187736";"2,635611282";"28,41180252";"0,809266247";3;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30692;01.09.2021;547;"15,96";Cont;New;0;Control;7;"24,37";"30,87276486";"2,61968149";"30,86465362";"0,809737444";6;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;01.09.2021;548;"14,58";Cont;Old;0;Control;7;"25,43";"37,30848798";"3,057868476";"37,3422584";"0,7790182";6;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;01.09.2021;549;"23,28";Cont;Old;0;Control;7;"23,95";"30,851335";"2,678267546";"30,86798316";"0,788595772";4;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;01.09.2021;550;"14,54";Cont;Old;0;Control;7;"26,19";"39,35823952";"3,14649974";"39,42044084";"0,761478938";3;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;01.09.2021;551;"14,04";Cont;Old;0;Control;7;"25,38";"41,92453039";"3,444478218";"41,96522669";"0,777329028";2;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;01.09.2021;552;"15,29";Cont;Old;0;Control;7;"23,7";"30,35768497";"2,663249943";"30,37411417";"0,788541137";5;0;0;0;0;8;02.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30624;02.09.2021;553;"21,44";Exp_2;Old;1;SingleLine;7;"25,44";"35,61629599";"2,88664442";"35,59159566";"0,821148162";7;0;25200;1;"0,003968254";8;03.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30670;02.09.2021;554;"17,42";Exp_2;Old;1;SingleLine;7;"22,3";"29,48519549";"2,712336194";"29,44264728";"0,841199788";5;0;0;0;0;8;03.09.2021;norm;No
Passer domesticus;Rybachy;Sparta;KS30655;02.09.2021;555;16;Exp_2;Old;1;SingleLine;7;"20,7";"24,954213";"2,436545358";"24,86432487";"0,900054228";4;0;0;0;0;8;03.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30646;02.09.2021;556;"11,54";mix;Old;1;MixedLines;14;"24,67";"38,54915614";"3,223866558";"38,5259509";"0,818716271";3;0;1100;41;"3,727272727";15;03.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30647;02.09.2021;557;"12,29";Exp_2;Old;1;SingleLine;7;"24,56";"35,06017866";"2,938025536";"35,0264702";"0,828297326";2;0;0;0;0;8;03.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30652;02.09.2021;558;"18,8";Exp_2;Old;1;SingleLine;7;"24,84";"33,10865751";"2,73585929";"33,06378604";"0,838848588";8;0;0;0;0;8;03.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30630;02.09.2021;559;16;Exp_2;Old;1;SingleLine;7;"27,46";"39,85211385";"3,001081717";"39,84158718";"0,80975097";6;0;0;0;0;8;03.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30621;NA;560;"12,2";Exp_2;NA;1;SingleLine;NA;;NA;NA;NA;NA;NA;;0;0;0;8;03.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30666;NA;561;"43,44";Exp_2;NA;1;SingleLine;NA;;NA;NA;NA;NA;NA;;69200;1;"0,001445087";8;03.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30659;NA;562;"18,8";Exp_2;NA;1;SingleLine;NA;;NA;NA;NA;NA;NA;;0;0;0;8;03.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30641;NA;563;"30,01";Exp_2;NA;1;SingleLine;NA;;NA;NA;NA;NA;NA;;0;0;0;8;03.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;NA;564;"13,92";Exp_2;NA;1;SingleLine;NA;;NA;NA;NA;NA;NA;;0;0;0;8;03.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30689;NA;565;"18,91";Exp_2;NA;1;SingleLine;NA;;NA;NA;NA;NA;NA;;100000;1;"0,001";8;03.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30632;NA;566;"10,73";Exp_2;NA;1;SingleLine;NA;;NA;NA;NA;NA;NA;;0;0;0;8;03.09.2021;NA;No
Passer domesticus;Rybachy;Sparta;KS30665;03.09.2021;567;"25,64";Exp_2;Old;1;SingleLine;8;"24,31";"36,50599057";"3,094768344";"36,47786922";"0,823067051";5;0;23000;1;"0,004347826";9;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30695;03.09.2021;568;"12,21";Exp_2;Old;1;SingleLine;8;"22,61";"30,11075447";"2,741055299";"30,08188893";"0,82805408";4;0;14500;3;"0,020689655";9;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30638;03.09.2021;569;"37,08";Exp_2;Old;1;SingleLine;8;"23,77";"32,38652706";"2,795801175";"32,34089436";"0,840051101";3;0;0;0;0;9;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30675;03.09.2021;570;"14,38";Exp_2;Old;1;SingleLine;8;"27,15";"36,64821828";"2,797376991";"36,6502625";"0,801296947";2;0;0;0;0;9;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;03.09.2021;571;"18,02";Exp_1;Old;1;SingleLine;15;"26,64";"35,98831048";"2,782836841";"35,9582984";"0,824768229";8;0;16900;2;"0,01183432";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;03.09.2021;572;"19,24";Exp_1;Old;1;SingleLine;15;"24,6";"36,33458244";"3,048769271";"36,31515142";"0,816840213";7;0;10900;3;"0,027522936";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;03.09.2021;573;22;Exp_1;Old;1;SingleLine;15;"24,59";"34,69622968";"2,907155907";"34,66826897";"0,824009342";6;0;12300;8;"0,06504065";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30627;03.09.2021;574;"11,96";Exp_1;New;1;SingleLine;15;"23,63";"35,68887611";"3,155114449";"35,73357176";"0,770207965";2;0;3250;450;"13,84615385";16;04.09.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30645;03.09.2021;575;16;Exp_1;New;1;SingleLine;15;"22,45";"31,45382242";"2,915588825";"31,4749996";"0,785165165";3;0;13200;2;"0,015151515";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;03.09.2021;576;"11,79";Exp_1;New;1;SingleLine;15;"23,32";"38,38475821";"3,440819534";"38,43661416";"0,767665529";4;0;11300;5;"0,044247788";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;03.09.2021;577;"15,67";Exp_1;New;1;SingleLine;15;"25,63";"35,53870993";"2,891519145";"35,57373719";"0,777095651";8;0;14610;3;"0,020533881";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;03.09.2021;578;"12,07";Exp_1;New;1;SingleLine;15;"24,37";"33,0451925";"2,827287822";"33,07707679";"0,777592946";5;0;26500;2;"0,00754717";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;03.09.2021;579;"12,14";Exp_1;New;1;SingleLine;15;"22,73";"31,70305948";"2,914724403";"31,74439063";"0,768874615";6;0;15400;6;"0,038961039";16;04.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;04.09.2021;580;"12,22";Exp_1;New;1;SingleLine;16;"22,98";"29,3049019";"2,645908462";"29,31171436";"0,796663422";4;0;13700;7;"0,051094891";17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;04.09.2021;581;"11,91";Exp_1;New;1;SingleLine;16;"23,2";"25,69524855";"2,30955263";"25,72039754";"0,777184791";5;0;0;0;0;17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30660;04.09.2021;582;"10,81";Exp_1;New;1;SingleLine;16;"24,15";"32,58566944";"2,802194016";"32,5977564";"0,793042595";3;0;16300;1;"0,006134969";17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30672;04.09.2021;583;"10,86";Exp_1;New;1;SingleLine;16;"24,88";"32,45439871";"2,72088398";"32,48756792";"0,776080704";2;0;15000;9;"0,06";17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;04.09.2021;584;"9,97";Exp_1;Old;1;SingleLine;16;"27,22";"33,27275428";"2,501881286";"33,21376637";"0,85007955";2;0;51700;1;"0,001934236";17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;04.09.2021;585;"9,21";Exp_1;Old;1;SingleLine;16;"28,53";"37,59967879";"2,719548304";"37,57809865";"0,817967376";3;0;0;0;0;17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30640;04.09.2021;586;"15,95";Exp_1;Old;1;SingleLine;16;"25,78";"31,85310252";"2,550311689";"31,83600034";"0,816975883";4;0;13500;43;"0,318518519";17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;04.09.2021;587;"15,87";Exp_1;Old;1;SingleLine;16;"24,94";"38,17988197";"3,156493702";"38,15350558";"0,821101712";5;0;11900;5;"0,042016807";17;05.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;05.09.2021;588;NA;Cont;Old;0;Control;11;"25,09";"39,53948584";"3,241055986";"39,49723143";"0,831132522";2;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;05.09.2021;589;"18,64";Cont;Old;0;Control;11;"23,4";"31,44796162";"2,768205543";"31,42145312";"0,825118697";3;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;05.09.2021;590;"15,92";Cont;Old;0;Control;11;"25,11";"37,2751396";"3,050548885";"37,23089355";"0,834305773";4;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;05.09.2021;591;"17,42";Cont;Old;0;Control;11;"25,88";"41,13932389";"3,275611897";"41,10710975";"0,823512947";5;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;05.09.2021;592;"13,06";Cont;Old;0;Control;11;"21,89";"26,80689443";"2,506370251";"26,75918711";"0,850275671";6;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30636;05.09.2021;593;"15,11";Cont;New;0;Control;11;"24,38";"34,87426181";"2,982850853";"34,9083022";"0,777209845";4;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30661;05.09.2021;594;"14,48";Cont;New;0;Control;11;"26,54";"31,88630604";"2,472206629";"31,85467834";"0,829095613";5;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30692;05.09.2021;595;"17,11";Cont;New;0;Control;11;"24,77";"33,85103126";"2,849860364";"33,88424948";"0,777054051";2;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30623;05.09.2021;596;"11,88";Cont;New;0;Control;11;"21,59";"31,03345577";"2,98190753";"31,03994055";"0,797272059";3;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;05.09.2021;597;"12,01";Cont;New;0;Control;11;"22,15";"31,13692187";"2,921107617";"31,15117911";"0,79074239";7;0;0;0;0;12;06.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30652;06.09.2021;598;"14,4";Exp_2;Old;1;SingleLine;11;"23,07";"34,5647646";"3,083209868";"34,53083627";"0,828773824";7;0;100000;1;"0,001";12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;06.09.2021;599;"19,95";Exp_2;Old;1;SingleLine;11;"27,61";"36,4941254";"2,72268528";"36,46354498";"0,82494534";6;0;0;0;0;12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30641;06.09.2021;600;16;Exp_2;Old;1;SingleLine;11;"28,15";"42,22737206";"3,100225303";"42,21259303";"0,811994648";5;0;0;0;0;12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30632;06.09.2021;601;NA;Exp_2;Old;1;SingleLine;11;"23,04";"31,9805801";"2,850343321";"31,93920575";"0,837131586";4;0;0;0;0;12;07.09.2021;norm;No
Passer domesticus;Rybachy;Siskinary;KS30689;06.09.2021;602;"14,48";Exp_2;Old;1;SingleLine;11;"20,02";"30,29972685";"3,084318537";"30,22676709";"0,867213519";3;0;0;0;0;12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30621;06.09.2021;603;NA;Exp_2;Old;1;SingleLine;11;"24,82";"37,30953941";"3,09137186";"37,26929334";"0,831340867";2;0;0;0;0;12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30659;06.09.2021;604;"11,17";Exp_2;New;1;SingleLine;11;"25,44";"33,89879064";"2,770380515";"33,91699493";"0,788713751";3;0;14100;13;"0,092198582";12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30670;06.09.2021;605;"29,17";Exp_2;New;1;SingleLine;11;"21,7";"25,60451949";"2,445455295";"25,60625516";"0,800984059";5;0;0;0;0;12;07.09.2021;norm;No
Passer domesticus;Rybachy;Sparta;KS30630;06.09.2021;606;"17,32";Exp_2;New;1;SingleLine;11;"27,82";"40,43398283";"3,038492837";"40,48904233";"0,767334672";4;0;0;0;0;12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30646;06.09.2021;607;"13,27";mix;New;1;MixedLines;18;"25,3";"35,9885337";"2,959364422";"36,01133112";"0,786187517";7;0;10200;46;"0,450980392";19;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30647;06.09.2021;608;"14,3";Exp_2;New;1;SingleLine;11;"24,66";"34,08066597";"2,880313309";"34,11128262";"0,77931074";8;0;0;0;0;12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30624;06.09.2021;609;"15,21";Exp_2;New;1;SingleLine;11;"25,72";"38,16056348";"3,093624653";"38,19745845";"0,777534613";2;0;0;0;0;12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30655;NA;610;"12,35";Exp_2;NA;;SingleLine;NA;"20,17";NA;NA;NA;NA;NA;NA;0;0;0;12;07.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30666;06.09.2021;611;"13,25";Exp_2;Old;1;SingleLine;11;"24,74";"35,07656952";"2,919650762";"35,04566576";"0,826095825";8;0;11000;1;"0,009090909";12;07.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30638;08.09.2021;612;"14,79";Exp_2;Old;1;SingleLine;13;"22,22";"29,53392428";"2,692178788";"29,43671206";"0,89154385";5;0;17100;1;"0,005847953";14;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30675;08.09.2021;613;"14,66";Exp_2;Old;1;SingleLine;13;"27,59";"34,92400608";"2,596507348";"34,87331771";"0,841446127";4;0;0;0;0;14;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30695;08.09.2021;614;"14,29";Exp_2;Old;1;SingleLine;13;"22,36";"33,35136539";"3,078620822";"33,3333318";"0,817066459";3;0;19600;14;"0,071428571";14;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30665;08.09.2021;615;"23,81";Exp_2;Old;1;SingleLine;13;"24,51";"35,80997805";"2,996668405";"35,75742625";"0,841802078";2;0;11500;41;"0,356521739";14;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30645;08.09.2021;616;"16,22";Exp_1;New;1;SingleLine;20;"22,27";"24,04395391";"2,237359343";"24,0451548";"0,801457547";5;0;17000;8;"0,047058824";21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30682;08.09.2021;617;"19,13";Exp_1;New;1;SingleLine;20;"23,51";"32,26831923";"2,851930807";"32,28278218";"0,791013968";3;0;10800;1;"0,009259259";21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30683;08.09.2021;618;"17,7";Exp_1;New;1;SingleLine;20;"23,62";"29,01116968";"2,549400713";"29,01957985";"0,795156077";2;0;16400;2;"0,012195122";21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30677;08.09.2021;619;"41,13";Exp_1;New;1;SingleLine;20;"27,08";"33,09067986";"2,53225791";"33,09234043";"0,801450061";7;0;0;0;0;21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30667;08.09.2021;620;NA;Exp_1;New;1;SingleLine;20;"24,18";"34,0950751";"2,938013277";"34,12442332";"0,780259755";8;0;11500;14;"0,12173913";21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30679;08.09.2021;621;"22,32";Exp_1;New;1;SingleLine;20;"25,23";"35,942228";"2,960630622";"35,95932331";"0,7902871";6;0;10300;1;"0,009708738";21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30697;08.09.2021;622;NA;Exp_1;Old;1;SingleLine;20;"24,47";"31,29705347";"2,638441078";"31,27764251";"0,819197809";6;0;25200;1;"0,003968254";21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30658;08.09.2021;623;"15,05";Exp_1;Old;1;SingleLine;20;"27,4";"34,4521512";"2,595274978";"34,43356898";"0,817037491";7;0;0;0;0;21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30622;08.09.2021;624;"19,77";Exp_1;Old;1;SingleLine;20;"25,95";"36,68401228";"2,921679555";"36,6713869";"0,81185505";8;0;16700;4;"0,023952096";21;09.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30627;08.09.2021;625;NA;Exp_1;New;1;SingleLine;20;"22,68";"28,82911527";"2,630530011";"28,8246984";"0,80680199";4;0;1470;541;"36,80272109";21;09.09.2021;norm;No
Passer domesticus;Rybachy;Sparta;KS30640;09.09.2021;626;"21,11";Exp_1;Old;1;SingleLine;21;"25,72";"33,53143013";"2,694190872";"33,51932107";"0,812267811";3;0;10000;7;"0,07";22;10.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30669;09.09.2021;627;"14,25";Exp_1;Old;1;SingleLine;21;"26,1";"39,6597172";"3,104760606";"39,57935182";"0,856873804";4;0;25800;1;"0,003875969";22;10.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30676;09.09.2021;628;"11,52";Exp_1;Old;1;SingleLine;21;"27,58";"36,18976521";"2,705835862";"36,16516166";"0,820712511";2;0;80700;1;"0,001239157";22;10.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30672;09.09.2021;629;"28,43";Exp_1;Old;1;SingleLine;21;"25,21";"34,54645411";"2,823901773";"34,51950716";"0,82333792";5;0;10000;8;"0,08";22;10.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30660;09.09.2021;630;"14,72";Exp_1;Old;1;SingleLine;21;"24,13";"33,29495459";"2,855845147";"33,29052843";"0,806275789";6;0;14300;2;"0,013986014";22;10.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30681;09.09.2021;631;NA;Exp_1;Old;1;SingleLine;21;"23,66";"27,6816509";"2,36817829";"27,58717899";"0,894204391";7;0;14600;3;"0,020547945";22;10.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30680;09.09.2021;632;"31,2";Exp_1;Old;1;SingleLine;21;"23,5";"32,26140884";"2,838464168";"32,25217734";"0,810282034";8;0;21000;1;"0,004761905";22;10.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30623;10.09.2021;632;"56,03";Cont;Old;0;Control;16;"20,66";"28,46966414";"2,842762336";"28,45212088";"0,819102164";5;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30635;10.09.2021;633;"24,85";Cont;New;0;Control;16;"23,58";"32,1796951";"2,846300235";"32,21211066";"0,776475262";2;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30663;10.09.2021;634;"10,62";Cont;New;0;Control;16;"25,48";"37,55644808";"3,067878254";"37,58280251";"0,784415913";3;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30673;10.09.2021;635;"16,66";Cont;New;0;Control;16;"25,06";"35,21305648";"2,928186104";"35,24409351";"0,779745469";4;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30674;10.09.2021;636;"17,15";Cont;New;0;Control;16;"26,88";"36,16309027";"2,797889579";"36,1839983";"0,787622777";5;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30653;10.09.2021;637;"14,97";Cont;New;0;Control;16;"22,35";"27,37288022";"2,525498147";"27,35424938";"0,820765365";6;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30692;10.09.2021;639;"23,01";Cont;Old;0;Control;16;"24,61";"33,07377817";"2,767819371";"33,04531289";"0,825625657";6;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30636;10.09.2021;640;"12,17";Cont;Old;0;Control;16;"23,99";"30,56420992";"2,632090734";"30,55187547";"0,813431822";4;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30668;10.09.2021;641;"13,58";Cont;Old;0;Control;16;"22,44";"29,80602887";"2,74574984";"29,79666053";"0,811075927";3;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30661;10.09.2021;642;"13,14";Cont;Old;0;Control;16;"25,93";"35,01810599";"2,771204713";"34,9691181";"0,839984143";2;0;0;0;0;17;11.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30621;NA;643;"12,73";Exp_2;NA;1;SingleLine;NA;"25,46";NA;NA;NA;NA;NA;0;0;0;0;17;12.09.2021;NA;Yes
Passer domesticus;Rybachy;Siskinary;KS30641;11.09.2021;644;"15,76";Exp_2;New;1;SingleLine;16;"27,8";"45,50776434";"3,425579427";"45,57642697";"0,763559849";8;0;0;0;0;17;12.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30689;11.09.2021;645;"12,7";Exp_2;New;1;SingleLine;16;"20,23";"27,1864751";"2,783473352";"27,18578108";"0,803432751";7;0;12400;39;"0,314516129";17;12.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30659;11.09.2021;646;"10,36";Exp_2;New;1;SingleLine;16;"24,86";"35,79356747";"2,983220816";"35,79450815";"0,802072675";6;0;10800;149;"1,37962963";17;12.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30666;11.09.2021;647;16;Exp_2;New;1;SingleLine;16;"25,42";"27,92588373";"2,295232229";"27,96129138";"0,76976919";5;0;13300;9;"0,067669173";17;12.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30652;11.09.2021;648;"15,13";Exp_2;New;1;SingleLine;16;"22,87";"28,00975465";"2,541111634";"28,01623481";"0,796698947";4;0;15500;5;"0,032258065";17;12.09.2021;norm;Yes
Passer domesticus;Rybachy;Siskinary;KS30662;11.09.2021;649;"15,92";Exp_2;New;1;SingleLine;16;"27,4";"35,00724661";"2,659445629";"35,03219646";"0,784141668";3;0;13400;4;"0,029850746";17;12.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30647;NA;650;"8,89";Exp_2;NA;1;SingleLine;NA;"24,47";NA;NA;NA;NA;NA;0;18800;1;"0,005319149";17;12.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30646;NA;651;"19,35";mix;NA;1;MixedLines;;"25,66";NA;NA;NA;NA;NA;0;13900;7;"0,050359712";24;12.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30655;NA;652;"12,12";Exp_2;NA;1;SingleLine;NA;"20,8";NA;NA;NA;NA;NA;0;20700;1;"0,004830918";17;12.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30670;NA;653;"39,97";Exp_2;NA;1;SingleLine;NA;"21,75";NA;NA;NA;NA;NA;0;0;0;0;17;12.09.2021;NA;No
Passer domesticus;Rybachy;Sparta;KS30630;NA;654;"13,35";Exp_2;NA;1;SingleLine;NA;"21,75";NA;NA;NA;NA;NA;0;16100;5;"0,031055901";17;12.09.2021;NA;No
Passer domesticus;Rybachy;Sparta;KS30624;NA;655;"9,81";Exp_2;NA;1;SingleLine;NA;"25,1";NA;NA;NA;NA;NA;0;0;0;0;17;12.09.2021;NA;Yes
Passer domesticus;Rybachy;Sparta;KS30695;12.09.2021;656;"15,82";Exp_2;Old;1;SingleLine;17;"23,23";"29,89409616";"2,647452825";"29,86354942";"0,82990431";4;0;0;0;0;18;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30638;12.09.2021;657;"15,61";Exp_2;Old;1;SingleLine;17;"22,28";"29,56101073";"2,699446239";"29,48265406";"0,873735049";2;0;17500;16;"0,091428571";18;13.09.2021;norm;Yes
Passer domesticus;Rybachy;Sparta;KS30665;12.09.2021;658;"29,94";Exp_2;Old;1;SingleLine;17;"25,24";"38,8328563";"3,180054788";"38,8199346";"0,81157156";5;0;NA;NA;NA;18;13.09.2021;norm;Yes
