Day,Month,Year,Day of year,OITO_F_1,OITO_F_2,OITO_F_3,OITO_F_25,OITO_M_1,OITO_M_2,OITO_M_3,OITO_M_25,OITO_C_1,OITO_C_2,OITO_C_3,OITO_C_25,OITO_J_1,OITO_J_2,OITO_J_3,OITO_1,OITO_2,OITO_3,OITO_25,MIC_A_1,MIC_A_2,MIC_A_3,MIC_A_25,MIC_C_1,MIC_C_2,MIC_C_3,MIC_C_25,MIC_J_1,MIC_N0_J_2,MIC_J_3,MIC_J_25,MIC_N_1,MIC_N_2,MIC_N_3,MIC_N_25,MIC_1,MIC_2,MIC_3,MIC_25
21,4,1980,110,100,0,0,40,20,0,0,8,1000,300,28,580,0,0,0,1120,300,28,628,0,0,0,0,30,7,3,16,0,0,0,0,0,0,0,0,30,7,3,16
29,4,1980,120,15,134,0,86,0,7,0,4,1100,334,96,640,0,0,0,1115,475,96,731,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,7,0,4
NA,NA,1980,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5,1980,140,400,67,5,200,400,13,6,168,3600,0,64,1440,0,0,0,4400,80,75,1808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,5,1980,150,500,267,0,360,200,200,13,200,2400,334,52,1160,0,0,0,3100,801,65,1721,100,0,0,40,1400,10,8,566,0,0,0,0,0,0,0,0,1500,10,8,606
11,6,1980,160,1200,667,26,880,400,67,0,200,1300,200,13,640,0,0,0,2900,934,39,1720,100,67,26,80,300,267,13,280,0,0,0,0,0,0,0,0,400,334,39,360
20,6,1980,170,800,33,26,340,200,13,0,88,200,134,0,160,0,0,0,1200,180,26,588,0,67,5,40,100,134,8,120,0,0,0,0,0,0,1,0,100,201,14,161
29,6,1980,180,700,1734,84,1320,100,34,0,60,700,133,166,360,100,67,28,1600,1968,278,1821,200,0,28,80,700,67,56,320,0,0,0,0,5,0,1,2,905,67,85,402
10,7,1980,190,1800,1134,52,1400,1100,267,0,600,5000,1200,26,2720,100,0,3,8000,2601,81,4761,0,1,1,1,0,34,13,20,100,0,0,40,100,33,13,60,200,68,27,121
21,7,1980,200,700,2410,52,1726,100,334,26,240,2300,1474,78,1804,0,134,26,3100,4352,182,3851,0,0,0,0,3,3,0,3,3,3,0,3,30,267,0,172,36,273,0,178
30,7,1980,210,1900,670,87,1162,1400,268,1,721,2400,402,116,1201,100,7,15,5800,1347,219,3128,0,0,0,0,100,67,1,80,0,13,1,8,0,1,0,1,100,81,2,89
11,8,1980,220,5000,2211,156,3327,700,402,52,521,2400,1541,208,1885,50,134,0,8150,4288,416,5833,0,13,0,8,300,34,13,140,0,7,0,4,0,0,0,0,300,54,13,152
20,8,1980,230,2800,1742,26,2165,1000,335,26,601,4700,1608,156,2845,300,134,13,8800,3819,221,5811,0,0,0,0,100,34,13,60,0,0,0,0,0,0,0,0,100,34,13,60
28,8,1980,240,2400,1675,0,1965,1100,268,0,601,4100,2077,78,2886,100,67,13,7700,4087,91,5532,0,0,0,0,0,0,0,0,100,34,0,60,0,0,0,0,100,34,0,60
11,9,1980,250,200,268,28,241,10,13,0,12,200,7973,672,4864,100,67,28,510,8321,728,5197,0,0,0,0,3,1,28,2,0,0,0,0,0,0,0,0,3,1,28,2
21,9,1980,260,2900,67,52,1200,0,0,26,0,3400,737,910,1802,600,13,26,6900,817,1014,3250,0,0,0,0,10,0,52,4,0,0,0,0,0,0,0,0,10,0,52,4
1,10,1980,270,20,134,0,88,0,0,0,0,3300,1474,108,2204,20,20,5,3340,1628,113,2313,0,0,0,0,20,1,1,9,0,0,0,0,0,0,0,0,20,1,1,9
11,10,1980,280,300,67,0,160,100,7,0,44,5000,1742,286,3045,2700,200,52,8100,2016,338,4450,0,0,0,0,3,2,1,2,0,0,0,0,0,0,0,0,3,2,1,2
20,10,1980,290,30,268,26,173,10,0,1,4,2000,1407,208,1644,1000,335,78,3040,2010,313,2422,0,0,0,0,0,0,3,0,3,2,0,2,0,0,0,0,3,2,3,2
1,11,1980,300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,11,1980,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,11,1980,320,30,20,26,24,0,0,0,0,1400,402,26,801,700,67,0,2130,489,52,1145,0,0,0,0,5,2,0,3,0,0,0,0,0,0,0,0,5,2,0,3
28,11,1980,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1980,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1980,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1980,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,2,1981,40,100,0,0,40,100,0,0,40,3900,1267,28,2320,100,0,0,4200,1267,28,2440,0,3,0,2,10,0,0,4,0,0,0,0,0,0,0,0,10,3,0,6
NA,NA,1981,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,3,1981,60,50,0,0,20,0,0,0,0,1900,467,14,1040,50,0,0,2000,467,14,1080,0,0,0,0,1,7,0,5,0,0,0,0,0,0,0,0,1,7,0,5
NA,NA,1981,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3,1981,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,5,1981,130,1800,200,14,840,1500,134,6,680,5400,400,120,2400,0,0,0,8700,734,140,3920,1,0,0,0,1,7,3,5,0,0,0,0,0,0,0,0,2,7,3,5
NA,NA,1981,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1981,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,6,1981,160,5500,400,20,2440,1100,67,8,480,900,67,0,400,0,0,0,7500,534,28,3320,30,0,0,12,30,2,20,13,0,0,0,0,0,0,0,0,60,2,20,25
20,6,1981,170,6300,867,66,3040,1100,0,3,440,4300,34,0,1740,0,0,0,11700,901,69,5221,300,7,2,124,800,7,0,324,0,0,0,0,10,0,0,4,1110,14,2,452
29,6,1981,180,5000,7865,575,6719,1400,1140,50,1244,1400,934,25,1120,200,0,0,8000,9939,650,9163,50,13,25,28,100,200,0,160,0,0,0,0,0,0,0,0,150,213,25,188
10,7,1981,190,8200,4623,783,6054,400,134,13,240,2100,600,243,1200,0,134,13,10700,5491,1052,7575,20,67,3,48,700,0,27,280,0,0,0,0,0,0,0,0,720,67,30,328
20,7,1981,200,4800,4220,0,4452,600,402,0,481,5200,4220,156,4612,1700,335,130,12300,9177,286,10426,100,13,13,48,500,34,26,220,0,0,0,0,1,0,0,0,601,47,39,269
1,8,1981,210,5800,1005,104,2923,500,7,0,204,15600,2144,182,7526,1000,134,26,22900,3290,312,11134,50,0,0,20,400,67,0,200,0,0,0,0,0,0,1,0,450,67,1,220
11,8,1981,220,8400,734,54,3800,1900,534,0,1080,14400,4623,54,8534,2600,134,0,27300,6025,108,14535,50,0,0,20,100,13,0,48,20,0,0,8,10,0,0,4,180,13,0,80
20,8,1981,230,2400,335,208,1161,100,34,13,60,5400,1273,312,2924,200,34,52,8100,1676,585,4246,0,0,0,0,200,13,26,88,0,0,0,0,0,0,0,0,200,13,26,88
31,8,1981,240,6700,2670,14,4282,1500,200,0,720,5300,3820,56,4412,700,67,0,14200,6757,70,9734,0,0,0,0,50,13,3,28,0,0,0,0,0,0,0,0,50,13,3,28
10,9,1981,250,7100,467,26,3120,500,33,0,220,22600,5630,546,12418,600,0,0,30800,6130,572,15998,0,0,0,0,20,13,5,16,0,0,0,0,0,0,0,0,20,13,5,16
21,9,1981,260,4900,134,27,2040,100,20,0,52,16100,2546,81,7968,7300,1005,1,28400,3705,109,13583,0,0,0,0,10,7,0,8,0,0,0,0,0,0,0,0,10,7,0,8
29,9,1981,270,1500,534,135,920,10,20,3,16,6800,10854,2754,9232,1100,534,189,9410,11942,3081,10929,0,0,0,0,30,3,3,14,0,0,0,0,0,0,0,0,30,3,3,14
10,10,1981,280,1800,734,26,1160,3,7,0,5,2800,11323,1924,7914,400,0,0,5003,12064,1950,9240,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
21,10,1981,290,900,267,87,520,10,0,3,4,4600,3149,1323,3729,300,0,87,5810,3416,1500,4374,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,3,0,1,1
29,10,1981,300,300,804,290,602,3,67,0,41,5700,12998,2929,10079,500,268,29,6503,14137,3248,11083,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
11,11,1981,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,11,1981,320,0,154,26,92,0,0,0,0,3600,1771,442,2503,0,0,3,3600,1925,471,2595,0,0,0,0,10,0,1,4,0,0,0,0,0,0,0,0,10,0,1,4
30,11,1981,330,30,134,1,92,0,0,0,0,1900,1340,46,1564,0,67,0,1930,1541,47,1697,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
10,12,1981,340,30,142,27,97,0,0,0,0,1600,1562,675,1577,100,71,0,1730,1775,702,1757,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,1
20,12,1981,350,6,1,1,3,0,0,0,0,100,47,11,68,0,0,0,106,48,12,71,0,0,0,0,100,0,0,40,0,0,0,0,0,0,0,0,100,0,0,40
NA,NA,1981,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1,1982,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1982,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,1982,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1982,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,2,1982,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1982,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1982,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3,1982,80,7,1,1,3,0,0,0,0,630,17,1,262,0,0,0,637,18,2,266,0,0,0,0,3,1,1,2,0,0,0,0,0,0,0,0,3,1,1,2
31,3,1982,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,4,1982,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,4,1982,110,3,0,0,1,1,0,0,0,230,0,3,92,0,0,0,234,0,3,94,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
30,4,1982,120,100,0,0,40,50,2,0,21,5350,100,54,2200,0,0,0,5500,102,54,2261,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,1,1,1
NA,NA,1982,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,5,1982,140,900,67,3,400,1000,34,2,420,3300,335,52,1521,0,0,0,5200,436,57,2342,0,0,1,0,3,7,1,5,0,0,0,0,0,0,0,0,3,7,2,5
30,5,1982,150,3100,200,0,1360,1800,67,0,760,2200,0,26,880,0,0,0,7100,267,26,3000,0,0,0,0,1,1,3,1,0,0,0,0,0,0,0,0,1,1,3,1
10,6,1982,160,0,737,3,442,10,200,3,124,700,670,58,682,0,0,0,710,1607,64,1248,0,0,1,0,10,0,0,4,0,0,0,0,0,0,0,0,10,0,1,4
20,6,1982,170,3300,469,6,1601,300,67,0,160,800,134,29,400,0,0,0,4400,670,35,2162,300,67,0,160,200,200,0,200,0,0,0,0,0,0,0,0,500,267,0,360
1,7,1982,180,2500,13,2,1008,200,10,0,86,800,7,0,324,100,7,0,3600,37,2,1462,1000,13,8,408,900,34,0,380,0,0,0,0,100,0,0,40,2000,47,8,828
10,7,1982,190,3200,2747,0,2928,400,67,0,200,2500,67,130,1040,2100,268,52,8200,3149,182,5169,200,0,0,80,500,0,0,200,0,0,0,0,1500,67,0,640,2200,67,0,920
21,7,1982,200,0,469,112,281,0,0,0,0,1800,134,168,800,0,134,84,1800,737,364,1162,200,7,0,84,200,0,0,80,100,0,0,40,100,7,0,44,600,14,0,248
30,7,1982,210,2000,134,52,880,1000,67,0,440,2400,670,104,1362,200,34,0,5600,905,156,2783,10,0,0,4,50,0,0,20,10,0,0,4,20,0,0,8,90,0,0,36
10,8,1982,220,4400,402,64,2001,800,67,3,360,16300,1005,544,7123,1100,134,64,22600,1608,675,10005,0,0,0,0,400,67,6,200,100,13,0,48,0,0,0,0,500,80,6,248
20,8,1982,230,5600,1072,104,2883,1700,201,26,801,2900,2680,78,2768,200,67,0,10400,4020,208,6572,0,0,0,0,10,34,3,24,0,0,0,0,0,0,0,0,10,34,3,24
30,8,1982,240,700,603,324,642,100,34,0,60,1200,1809,0,1565,50,0,0,2050,2446,324,2288,0,0,0,0,20,0,1,8,0,0,0,0,0,0,0,0,20,0,1,8
10,9,1982,250,1700,268,0,841,500,134,0,280,7100,4489,140,5533,200,34,0,9500,4925,140,6755,0,0,0,0,10,7,3,8,0,0,0,0,0,0,0,0,10,7,3,8
21,9,1982,260,800,134,0,400,100,67,0,80,1800,737,26,1162,20,0,0,2720,938,26,1651,0,0,0,0,100,0,5,40,0,0,0,0,0,0,0,0,100,0,5,40
30,9,1982,270,2100,134,32,920,100,201,16,161,2600,2345,608,2447,50,67,6,4850,2747,662,3588,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,1,6,1
10,10,1982,280,400,213,0,288,100,142,0,125,3800,2556,31,3054,50,0,0,4350,2911,31,3487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20,10,1982,290,12,178,75,112,10,8,5,9,500,888,540,733,5,4,0,527,1078,620,858,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1
30,10,1982,300,500,142,27,285,10,14,3,12,2200,2627,1188,2456,30,0,0,2740,2783,1218,2766,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1
11,11,1982,310,150,7,29,64,20,1,1,9,1300,335,102,721,15,0,0,1485,343,132,800,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
20,11,1982,320,0,3,1,2,0,0,0,0,0,838,131,503,0,3,1,0,844,133,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,11,1982,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,12,1982,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1982,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1982,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1983,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1983,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1983,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1983,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,2,1983,50,50,13,13,28,2,0,0,1,500,200,26,320,0,0,0,552,213,39,349,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1
3,3,1983,60,50,34,14,40,1,1,0,1,200,200,52,200,0,0,0,251,235,66,241,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
NA,NA,1983,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,3,1983,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,3,1983,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,4,1983,100,100,67,27,80,10,1,1,5,300,67,27,160,0,0,0,410,135,55,245,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1
21,4,1983,110,100,67,NA,80,0,0,NA,0,1150,168,NA,561,0,0,NA,1250,235,NA,641,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,NA,0
NA,NA,1983,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1983,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,5,1983,140,3500,284,145,1570,1400,71,87,603,2300,213,145,1048,100,0,0,7300,568,377,3261,0,0,0,0,100,0,0,40,0,0,0,0,0,0,0,0,100,0,0,40
29,5,1983,150,8600,6867,609,7560,3400,756,174,1814,2900,1134,261,1840,100,0,0,15000,8757,1044,11254,400,0,0,160,800,630,87,698,0,0,0,0,0,0,0,0,1200,630,87,858
9,6,1983,160,1600,1340,60,1444,150,134,30,140,1300,67,0,560,100,0,0,3150,1541,90,2185,400,67,0,200,100,201,90,161,0,0,0,0,0,0,0,0,500,268,90,361
20,6,1983,170,300,268,0,281,100,34,0,60,700,201,0,401,100,0,0,1200,503,0,782,100,0,0,40,50,20,27,32,0,0,0,0,0,0,0,0,150,20,27,72
29,6,1983,180,200,7,0,84,100,0,0,40,1900,99,252,819,200,7,63,2400,113,315,1028,200,0,63,80,800,17,32,330,0,0,0,0,40,0,0,16,1040,17,95,426
11,7,1983,190,5600,402,27,2481,1500,34,5,620,13700,871,81,6003,100,13,27,20900,1320,140,9152,0,0,0,0,100,20,0,52,0,0,0,0,0,0,0,0,100,20,0,52
20,7,1983,200,6700,134,52,2760,3600,7,0,1444,4800,469,13,2201,200,0,0,15300,610,65,6486,0,0,0,0,100,1,0,41,0,0,0,0,0,0,0,0,100,1,0,41
30,7,1983,210,2300,201,52,1041,900,201,0,481,600,268,26,401,20,0,0,3820,670,78,1930,0,0,0,0,30,7,5,16,0,0,0,0,0,0,0,0,30,7,5,16
11,8,1983,220,1500,268,112,761,100,13,0,48,500,201,56,321,0,0,0,2100,482,168,1129,0,0,0,0,50,13,0,28,0,0,0,0,0,0,0,0,50,13,0,28
19,8,1983,230,3700,201,78,1601,200,67,0,120,1300,67,26,560,0,34,0,5200,369,104,2301,0,0,0,0,50,20,3,32,0,0,0,0,0,0,0,0,50,20,3,32
2,9,1983,240,1800,469,26,1001,200,67,0,120,4700,1206,13,2604,0,34,13,6700,1776,52,3746,0,0,0,0,200,34,5,100,0,0,0,0,0,0,0,0,200,34,5,100
11,9,1983,250,1600,134,0,720,100,7,0,44,1700,536,13,1002,0,0,0,3400,677,13,1766,0,0,0,0,0,13,3,8,0,0,0,0,0,0,0,0,0,13,3,8
21,9,1983,260,300,67,0,160,100,0,0,40,600,1809,260,1325,50,67,0,1050,1943,260,1586,0,0,0,0,50,1,0,21,0,0,0,0,0,0,0,0,50,1,0,21
2,10,1983,270,100,402,104,281,0,34,78,20,2800,1407,1222,1964,10,0,26,2910,1843,1430,2270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,1983,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,1983,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,10,1983,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,11,1983,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,1983,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
