Day,Month,Year,Day of year,OITO_F_1,OITO_F_2,OITO_F_3,OITO_F_25,OITO_M_1,OITO_M_2,OITO_M_3,OITO_M_25,OITO_C_1,OITO_C_2,OITO_C_3,OITO_C_25,OITO_J_1,OITO_J_2,OITO_J_3,OITO_1,OITO_2,OITO_3,OITO_25,MIC_A_1,MIC_A_2,MIC_A_3,MIC_A_25,MIC_C_1,MIC_C_2,MIC_C_3,MIC_C_25,MIC_J_1,MIC_N0_J_2,MIC_J_3,MIC_J_25,MIC_N_1,MIC_N_2,MIC_N_3,MIC_N_25,MIC_1,MIC_2,MIC_3,MIC_25
20,7,1989,200,10400,670,26,4562,1200,201,26,601,50000,1340,156,20804,200,0,0,61800,2211,208,26047,70,0,0,28,100,0,0,40,0,0,0,0,0,0,0,0,170,0,0,68
31,7,1989,210,9000,1206,54,4324,2200,201,27,1001,3000,938,27,1763,400,67,0,14600,2412,108,7287,0,0,0,0,100,0,0,40,0,0,0,0,0,0,0,0,100,0,0,40
10,8,1989,220,4200,4422,540,4333,2600,469,60,1321,1400,4288,420,3133,1000,67,0,9200,9246,1020,9228,0,0,0,0,300,67,30,160,100,67,0,80,0,0,0,0,400,134,30,240
19,8,1989,230,5800,2680,78,3928,1600,536,26,962,1600,1876,104,1766,200,67,3,9200,5159,211,6775,0,0,0,0,30,13,26,20,0,0,0,0,0,0,0,0,30,13,26,20
30,8,1989,240,8800,2412,58,4967,1800,13,3,728,5200,1340,116,2884,100,13,0,15900,3778,177,8627,0,0,0,0,100,0,0,40,0,0,0,0,0,0,0,0,100,0,0,40
10,9,1989,250,6200,536,175,2802,500,67,25,240,4000,670,225,2002,0,0,0,10700,1273,425,5044,0,0,0,0,100,13,25,48,0,0,0,0,0,0,0,0,100,13,25,48
19,9,1989,260,1800,737,50,1162,100,134,3,120,3600,2144,75,2726,30,7,0,5530,3022,128,4025,0,0,0,0,300,70,18,162,0,0,0,0,0,0,0,0,300,70,18,162
1,10,1989,270,800,335,26,521,20,13,3,16,3600,2144,130,2726,20,67,0,4440,2559,159,3311,0,0,0,0,100,67,3,80,0,0,0,0,0,0,0,0,100,67,3,80
10,10,1989,280,400,402,87,401,200,134,29,160,1400,2412,1856,2007,0,0,3,2000,2948,1975,2569,0,0,0,0,30,67,1,52,0,0,0,0,0,0,0,0,30,67,1,52
19,10,1989,290,500,536,56,522,100,201,28,161,1800,3350,336,2730,30,0,0,2430,4087,420,3424,0,0,0,0,10,13,0,12,0,0,0,0,0,0,0,0,10,13,0,12
30,10,1989,300,50,20,27,32,10,7,0,8,550,268,216,381,50,0,0,660,295,243,441,0,0,0,0,30,13,0,20,0,0,0,0,0,0,0,0,30,13,0,20
12,11,1989,310,150,302,30,241,10,20,0,16,1200,2747,435,2128,0,0,0,1360,3069,465,2385,0,0,0,0,30,23,150,26,0,0,0,0,0,0,0,0,30,23,150,26
NA,NA,1989,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1989,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1989,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1989,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1989,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,1,1990,20,0,60,1,36,0,0,0,0,500,1560,187,1136,0,0,0,500,1620,188,1172,0,0,0,0,10,0,2,4,0,0,0,0,0,0,0,0,10,0,2,4
NA,NA,1990,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2,1990,50,0,20,0,12,0,0,0,0,2300,840,8,1424,0,0,0,2300,860,8,1436,0,0,0,0,4,4,8,4,0,0,0,0,0,0,0,0,4,4,8,4
NA,NA,1990,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3,1990,80,10,4,0,6,0,0,0,0,100,60,64,76,0,0,0,110,64,64,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,4,1990,90,50,0,0,20,0,0,0,0,900,20,48,372,0,0,0,950,20,48,392,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,4,0,2
13,4,1990,100,30,4,16,14,0,1,5,1,10,20,5,16,0,0,0,40,25,26,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1990,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,5,1990,140,500,34,56,220,100,0,20,40,1000,67,28,440,0,0,0,1600,101,104,701,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,10,0,0,4
30,5,1990,150,300,67,27,160,200,201,3,201,200,67,27,120,0,0,0,700,335,57,481,0,0,0,0,100,0,0,40,0,0,0,0,0,0,0,0,100,0,0,40
11,6,1990,160,1700,1340,162,1484,300,603,0,482,800,134,27,400,0,0,0,2800,2077,189,2366,0,0,0,0,100,67,54,80,0,0,0,0,0,0,0,0,100,67,54,80
19,6,1990,170,4400,1474,140,2644,2400,268,28,1121,2200,469,140,1161,0,0,0,9000,2211,308,4927,700,20,3,292,500,47,14,228,0,0,0,0,0,0,0,0,1200,67,17,520
30,6,1990,180,800,4690,1170,3134,100,268,0,201,200,1072,156,723,100,0,0,1200,6030,1326,4098,30,0,0,12,30,13,3,20,0,0,0,0,0,0,0,0,60,13,3,32
11,7,1990,190,4600,1072,58,2483,1200,13,0,488,2200,201,87,1001,100,67,0,8100,1353,145,4052,0,0,0,0,100,13,3,48,0,0,0,0,0,0,0,0,100,13,3,48
20,7,1990,200,7200,1675,174,3885,600,14,0,248,3100,938,58,1803,800,67,0,11700,2694,232,6296,0,0,0,0,100,20,3,52,0,0,0,0,0,0,0,0,100,20,3,52
31,7,1990,210,4600,1273,58,2604,1000,536,3,722,4600,1139,29,2523,600,67,29,10800,3015,119,6129,0,13,0,8,1000,47,0,428,0,0,0,0,0,0,0,0,1000,60,0,436
10,8,1990,220,5800,938,26,2883,1200,134,3,560,10200,1474,130,4964,400,67,0,17600,2613,159,8608,0,0,0,0,100,13,18,48,30,0,0,12,0,0,0,0,130,13,18,60
20,8,1990,230,4600,737,104,2282,900,201,18,481,4500,2144,416,3086,300,13,0,10300,3095,538,5977,0,0,0,0,100,47,3,68,0,0,0,0,0,0,0,0,100,47,3,68
30,8,1990,240,5200,804,52,2562,200,67,18,120,2800,1675,442,2125,100,13,0,8300,2559,512,4855,0,0,0,0,30,13,52,20,0,0,0,0,0,0,0,0,30,13,52,20
9,9,1990,250,900,603,58,722,200,134,29,160,2500,1474,261,1884,70,0,0,3670,2211,348,2795,0,0,0,0,30,13,3,20,0,0,0,0,0,0,0,0,30,13,3,20
20,9,1990,260,2000,402,162,1041,30,67,3,52,2900,6700,351,5180,200,134,0,5130,7303,516,6434,0,0,0,0,100,0,27,40,0,0,0,0,0,0,0,0,100,0,27,40
1,10,1990,270,2200,1206,182,1604,30,13,26,20,4700,2948,338,3649,30,0,26,6960,4167,572,5284,0,0,0,0,1000,134,52,480,30,0,26,12,0,0,0,0,1030,134,78,492
10,10,1990,280,700,1072,28,923,100,67,3,80,5300,6164,196,5818,100,67,0,6200,7370,227,6902,0,0,0,0,100,67,6,80,10,0,0,4,0,0,0,0,110,67,6,84
20,10,1990,290,400,536,26,482,10,67,0,44,2700,2345,234,2487,0,7,0,3110,2955,260,3017,0,0,0,0,30,67,3,52,0,0,0,0,0,0,0,0,30,67,3,52
29,10,1990,300,500,67,29,240,30,13,3,20,3000,871,145,1723,30,0,0,3560,951,177,1995,0,0,0,0,100,0,3,40,0,0,0,0,0,0,0,0,100,0,3,40
NA,NA,1990,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,11,1990,320,30,80,34,60,0,0,0,0,1400,640,476,944,0,0,0,1430,720,510,1004,0,0,0,0,10,0,2,4,1,0,0,0,0,0,0,0,11,0,2,4
NA,NA,1990,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1990,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1991,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1,1991,20,100,60,16,76,0,0,0,0,900,1320,176,1152,0,0,0,1000,1380,192,1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1991,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1991,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,2,1991,50,10,0,0,4,0,0,0,0,100,20,8,52,0,0,0,110,20,8,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,2,1991,60,0,0,5,0,0,0,0,0,200,200,96,200,0,0,0,200,200,101,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1991,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,3,1991,80,0,0,0,0,1,0,0,0,200,240,32,224,0,0,0,201,240,32,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1991,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,4,1991,100,0,0,2,0,0,0,0,0,1100,200,144,560,0,0,0,1100,200,146,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1991,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1991,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1991,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,5,1991,140,30,67,3,52,800,201,3,441,900,268,116,521,0,0,0,1730,536,122,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,5,1991,150,1500,1139,20,1283,2200,804,58,1362,1600,871,87,1163,0,0,0,5300,2814,165,3808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1991,160,1300,2010,16,1726,200,268,0,241,200,0,3,80,0,0,0,1700,2278,19,2047,200,0,0,80,100,67,16,80,0,0,0,0,0,0,0,0,300,67,16,160
20,6,1991,170,5100,1206,145,2764,500,737,0,642,800,201,0,441,0,0,0,6400,2144,145,3846,100,0,0,40,100,13,0,48,0,0,0,0,0,0,0,0,200,13,0,88
1,7,1991,180,5300,402,174,2361,200,13,3,88,300,13,58,128,0,0,0,5800,428,235,2577,0,0,0,0,30,13,3,20,0,0,0,0,0,0,0,0,30,13,3,20
9,7,1991,190,4800,469,112,2201,300,0,3,120,700,13,3,288,500,0,0,6300,482,118,2809,0,0,0,0,30,0,0,12,0,0,0,0,0,0,0,0,30,0,0,12
20,7,1991,200,1100,335,25,641,100,13,3,48,300,67,3,160,0,0,0,1500,415,31,849,0,0,0,0,30,0,0,12,0,0,0,0,0,0,0,0,30,0,0,12
31,7,1991,210,1300,1005,15,1123,0,268,3,161,600,804,29,722,200,67,0,2100,2144,47,2126,0,0,0,0,30,0,0,12,0,0,0,0,0,0,0,0,30,0,0,12
11,8,1991,220,300,268,56,281,200,7,3,84,30,7,84,16,0,0,0,530,282,143,381,0,0,0,0,50,0,0,20,0,0,0,0,0,0,0,0,50,0,0,20
21,8,1991,230,100,268,155,201,0,13,3,8,30,201,31,133,0,0,0,130,482,189,341,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,13,0,8
31,8,1991,240,900,335,130,561,150,13,3,68,50,13,26,28,0,0,0,1100,361,159,657,0,0,0,0,50,0,0,20,0,0,0,0,0,0,0,0,50,0,0,20
10,9,1991,250,700,400,25,520,100,20,0,52,200,300,25,260,0,0,0,1000,720,50,832,0,0,0,0,30,20,0,24,0,0,0,0,0,0,0,0,30,20,0,24
19,9,1991,260,100,0,0,40,100,0,0,40,300,67,25,160,0,0,0,500,67,25,240,0,0,0,0,30,0,0,12,0,0,0,0,0,0,0,0,30,0,0,12
30,9,1991,270,100,63,0,78,0,0,0,0,600,189,0,353,0,0,0,700,252,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,1991,280,100,47,3,68,30,0,0,12,900,402,31,601,0,0,0,1030,449,34,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,10,1991,290,200,134,81,160,10,13,3,12,400,201,81,281,10,0,0,620,348,165,457,0,0,0,0,10,0,3,4,0,0,0,0,0,0,0,0,10,0,3,4
30,10,1991,300,50,34,3,40,10,7,0,8,600,268,26,401,30,0,0,690,309,29,461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1991,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,11,1991,320,50,0,3,20,30,34,0,32,900,670,112,762,0,0,0,980,704,115,814,0,0,0,0,100,0,0,40,0,0,0,0,0,0,0,0,100,0,0,40
NA,NA,1991,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1991,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,12,1991,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1991,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,2,1992,50,0,0,0,0,0,0,0,0,200,0,20,80,0,0,0,200,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NA,NA,1992,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,1992,150,6300,134,150,2600,4200,134,30,1760,0,0,0,0,0,0,0,10500,268,180,4361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,6,1992,160,3200,201,24,1401,2700,268,96,1241,100,0,3,40,0,0,0,6000,469,123,2681,0,0,0,0,100,0,0,40,0,0,0,0,100,0,0,40,200,0,0,80
20,6,1992,170,5100,2412,28,3487,1900,268,3,921,1200,134,3,560,0,0,0,8200,2814,34,4968,100,0,14,40,100,0,14,40,0,0,84,0,200,0,112,80,400,0,224,160
1,7,1992,180,1700,201,90,801,500,13,3,208,500,0,18,200,0,0,0,2700,214,111,1208,30,0,0,12,30,0,0,12,0,0,0,0,60,0,0,24,120,0,0,48
9,7,1992,190,2900,134,30,1240,300,0,0,120,600,67,0,280,400,0,0,4200,201,30,1801,0,0,0,0,100,0,0,40,0,0,0,0,100,0,0,40,200,0,0,80
19,7,1992,200,1000,536,0,722,400,67,0,200,1300,201,30,641,0,0,0,2700,804,30,1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,7,1992,210,1600,670,30,1042,800,335,30,521,1200,1139,30,1163,100,13,0,3700,2157,90,2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,1992,220,2100,1809,3,1925,600,402,0,481,300,1005,0,723,100,67,0,3100,3283,3,3210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,8,1992,230,2900,1072,150,1803,1800,335,60,921,600,804,150,722,100,13,0,5400,2224,360,3494,0,0,0,0,30,0,0,12,30,0,0,12,0,0,0,0,60,0,0,24
31,8,1992,240,3900,134,120,1640,300,13,3,128,1500,2412,390,2047,400,67,0,6100,2626,513,4016,0,0,0,0,100,0,3,40,30,0,0,12,0,0,0,0,130,0,3,52
10,9,1992,250,2800,1065,240,1759,10,71,120,47,1400,639,1020,943,400,0,30,4610,1775,1410,2909,0,0,0,0,10,0,0,4,10,0,0,4,0,0,0,0,20,0,0,8
21,9,1992,260,1400,871,120,1083,10,7,3,8,600,67,270,280,300,0,0,2310,945,393,1491,0,0,0,0,300,13,3,128,30,13,0,20,0,0,0,0,330,26,3,148
1,10,1992,270,1000,737,60,842,0,0,0,0,100,402,150,281,100,0,0,1200,1139,210,1163,0,0,0,0,100,13,0,48,100,67,0,80,0,0,0,0,200,80,0,128
11,10,1992,280,1900,300,0,940,0,0,0,0,2100,1600,90,1800,100,0,0,4100,1900,90,2780,0,0,0,0,30,20,0,24,0,100,0,60,0,0,0,0,30,120,0,84
22,10,1992,290,700,134,30,360,0,0,0,0,2300,469,120,1201,100,0,0,3100,603,150,1602,0,0,0,0,100,13,3,48,100,0,0,40,0,0,0,0,200,13,3,88
31,10,1992,300,0,402,30,241,0,0,0,0,30,5896,90,3550,0,0,0,30,6298,120,3791,0,0,0,0,30,13,3,20,0,0,0,0,0,0,0,0,30,13,3,20
10,11,1992,310,100,0,3,40,0,0,0,0,2100,469,240,1121,100,0,0,2300,469,243,1201,0,0,0,0,30,0,0,12,0,0,0,0,0,0,0,0,30,0,0,12
NA,NA,1992,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1992,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1993,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1993,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,1993,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
