"","sample.id","year","latitude","longitude","n.obs","evi2.gs.avg","evi2.gs.med","evi2.gs.q90","evi2.max","evi2.max.lwr","evi2.max.upr","evi2.max.doy"
"193","S_8",2012,55.111679,160.095671,6,0.392991807455813,0.371442699599224,0.468754547869674,0.468754547869674,0.407038729536191,0.4726505219545,190
"194","S_8",2013,55.111679,160.095671,5,0.42700815518758,0.421642118949729,0.490233324442146,0.490233324442146,0.477142818993515,0.525693880967541,188
"195","S_8",2014,55.111679,160.095671,12,0.43026854047898,0.437104334867813,0.479773447648539,0.479773447648539,0.451649284195458,0.514281102851034,188
"196","S_8",2015,55.111679,160.095671,3,0.335706645011204,0.291637452764431,0.40039832691008,0.40039832691008,0.378000224823493,0.459233431462367,187
"197","S_8",2016,55.111679,160.095671,9,0.400791039910611,0.393254016787619,0.446543049842775,0.451585384520254,0.381041487022656,0.47201149518672,187
"198","S_8",2017,55.111679,160.095671,14,0.41370875527524,0.409500702339407,0.452265482261595,0.452265482261595,0.404575727326181,0.569340610361126,189
"199","S_8",2018,55.111679,160.095671,9,0.409675315026371,0.433425917057753,0.452325472648253,0.452325472648253,0.406152681052196,0.471396694187154,189
"200","S_8",2019,55.111679,160.095671,8,0.350167001323687,0.35662443468381,0.404394208140072,0.404394208140072,0.329574963172165,0.473427264780512,189
"201","S_8",2020,55.111679,160.095671,11,0.406491520081177,0.410919064209964,0.434474257744114,0.434474257744114,0.416266625355811,0.471857863919393,188
"202","S_8",2021,55.111679,160.095671,7,0.410191768880898,0.399476821133097,0.441851545396236,0.441851545396236,0.41354764503951,0.486992565628689,188
"203","S_8",2022,55.111679,160.095671,15,0.414421825682397,0.412941027400666,0.476773791234549,0.476773791234549,0.411473372078043,0.508573214750149,188
"204","S_8",2023,55.111679,160.095671,8,0.426473581523557,0.42802490812798,0.448853510531589,0.448853510531589,0.416498475686555,0.470653074771062,187
"205","S_8",2024,55.111679,160.095671,3,0.390283368042238,0.361140877575689,0.433155402062616,0.4356569726586,0.433066288449588,0.462059740519405,188
"206","S_9",2000,55.117915,159.926507,4,0.244898706476892,0.245684353460124,0.25640524533512,0.300751612225907,0.294619462738661,0.304047890672066,200
"207","S_9",2001,55.117915,159.926507,3,0.278664639883924,0.263514263966684,0.301289407725915,0.312972545138554,0.311204743191236,0.321222172417135,201
"208","S_9",2005,55.117915,159.926507,1,0.346886018131529,0.346886018131529,0.346886018131529,0.349280633936642,0.349280633936642,0.349280633936642,207
"209","S_9",2006,55.117915,159.926507,3,0.32587568243455,0.28081623476385,0.395757914257128,0.395757914257128,0.334388046183732,0.428523391745582,209
"210","S_9",2007,55.117915,159.926507,4,0.336509390411919,0.333737689877978,0.346012108631099,0.346012108631099,0.329254219235558,0.349344053751753,204
"211","S_9",2008,55.117915,159.926507,3,0.303615671902014,0.316845711582963,0.318804325301692,0.318804325301692,0.276174652944061,0.319539542349057,201
"212","S_9",2009,55.117915,159.926507,14,0.314700697950622,0.314763459792851,0.350243210503778,0.350243210503778,0.328331977758976,0.367615960756724,198
"213","S_9",2010,55.117915,159.926507,2,0.318610098184792,0.318610098184792,0.318899960891605,0.322240187848428,0.321877859464911,0.322602516231944,198
"214","S_9",2011,55.117915,159.926507,3,0.320466019465697,0.316222385041708,0.326983620502199,0.334246707248745,0.3335260661951,0.359943291908669,195
"215","S_9",2012,55.117915,159.926507,6,0.289065668602997,0.284880060604376,0.325706403973656,0.327572612878797,0.303859611067664,0.348776725294132,196
"216","S_9",2013,55.117915,159.926507,6,0.267327989451909,0.265811363709542,0.287932164282594,0.335425001992508,0.324158413404017,0.372005932140772,195
"217","S_9",2014,55.117915,159.926507,11,0.317013411371741,0.323231901933095,0.352828822519581,0.354067073385679,0.329352212934908,0.38557492455258,193
"218","S_9",2015,55.117915,159.926507,8,0.274481402616833,0.264404143198828,0.308919592524692,0.31950524635247,0.304407231201539,0.349889181674146,192
"219","S_9",2016,55.117915,159.926507,11,0.318367946211228,0.310310406582916,0.359335693932783,0.359335693932783,0.319084712308166,0.367139523981636,192
"220","S_9",2017,55.117915,159.926507,13,0.309889966496962,0.31673623923802,0.34446871507007,0.34446871507007,0.288032357319339,0.368596124827539,191
"221","S_9",2018,55.117915,159.926507,4,0.297416110605687,0.29407597566373,0.358235689190905,0.358235689190905,0.288438492812867,0.373339487716675,190
"222","S_9",2019,55.117915,159.926507,6,0.332285758467271,0.3539580193101,0.368990634811771,0.368990634811771,0.315612798845757,0.386227946987817,189
"223","S_9",2020,55.117915,159.926507,14,0.341845889880716,0.348979456937406,0.368447749442975,0.368447749442975,0.352373803683429,0.397516436430317,186
"224","S_9",2021,55.117915,159.926507,13,0.302852110642619,0.30944341507981,0.34501530019322,0.345081832635284,0.3041151222445,0.368812097495139,186
"225","S_9",2022,55.117915,159.926507,13,0.29151683508258,0.296129014352631,0.337282617797275,0.337282617797275,0.295446391648482,0.358102893878031,185
"226","S_9",2023,55.117915,159.926507,9,0.295131539021548,0.301381444778077,0.337407661786664,0.337407661786664,0.282344315341727,0.35218240163379,184
"227","S_9",2024,55.117915,159.926507,8,0.283257267633431,0.275676281663739,0.328404395150987,0.328404395150987,0.274500572090616,0.371977811696036,183
