Year,Bank,Sample,L,L_class
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,4,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,5,NA
1998,korg,2,6,NA
1998,korg,2,6,NA
1998,korg,2,6,NA
1998,korg,2,7,NA
1998,korg,2,7,NA
1998,korg,2,7,NA
1998,korg,2,7,NA
1998,korg,2,7,NA
1998,korg,2,8,NA
1998,korg,2,9,NA
1998,korg,2,9,NA
1998,korg,2,11,NA
1998,korg,2,11,NA
1998,korg,2,17,NA
1998,korg,2,25,NA
1998,korg,2,31,NA
1998,korg,3,1,NA
1998,korg,3,1,NA
1998,korg,3,1,NA
1998,korg,3,2,NA
1998,korg,3,2,NA
1998,korg,3,2,NA
1998,korg,3,2,NA
1998,korg,3,2,NA
1998,korg,3,2,NA
1998,korg,3,2,NA
1998,korg,3,3,NA
1998,korg,3,3,NA
1998,korg,3,3,NA
1998,korg,3,3,NA
1998,korg,3,3,NA
1998,korg,3,3,NA
1998,korg,3,3,NA
1998,korg,3,4,NA
1998,korg,3,4,NA
1998,korg,3,4,NA
1998,korg,3,4,NA
1998,korg,3,4,NA
1998,korg,3,4,NA
1998,korg,3,4,NA
1998,korg,3,5,NA
1998,korg,3,6,NA
1998,korg,3,9,NA
1998,korg,3,25,NA
1998,korg,3,43,NA
1998,korg,3,54,NA
1998,korg,3,45,NA
1998,korg,3,55,NA
1998,korg,4,1,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,2,NA
1998,korg,4,3,NA
1998,korg,4,3,NA
1998,korg,4,3,NA
1998,korg,4,3,NA
1998,korg,4,3,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,4,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,5,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,6,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,7,NA
1998,korg,4,8,NA
1998,korg,4,8,NA
1998,korg,4,9,NA
1998,korg,4,9,NA
1998,korg,4,10,NA
1998,korg,4,30,NA
1998,korg,4,43,NA
1998,korg,4,45,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,2,NA
1998,korg,5,3,NA
1998,korg,5,3,NA
1998,korg,5,3,NA
1998,korg,5,3,NA
1998,korg,5,3,NA
1998,korg,5,3,NA
1998,korg,5,3,NA
1998,korg,5,3,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,5,NA
1998,korg,5,7,NA
1998,korg,5,9,NA
1998,korg,5,24,NA
1998,korg,5,25,NA
1998,korg,5,29,NA
1998,korg,5,35,NA
1998,korg,6,1,NA
1998,korg,6,1,NA
1998,korg,6,1,NA
1998,korg,6,1,NA
1998,korg,6,2,NA
1998,korg,6,2,NA
1998,korg,6,3,NA
1998,korg,6,3,NA
1998,korg,6,3,NA
1998,korg,6,3,NA
1998,korg,6,4,NA
1998,korg,6,4,NA
1998,korg,6,4,NA
1998,korg,6,4,NA
1998,korg,6,4,NA
1998,korg,6,4,NA
1998,korg,6,4,NA
1998,korg,6,5,NA
1998,korg,6,5,NA
1998,korg,6,5,NA
1998,korg,6,5,NA
1998,korg,6,5,NA
1998,korg,6,5,NA
1998,korg,6,5,NA
1998,korg,6,7,NA
1998,korg,6,7,NA
1998,korg,6,7,NA
1998,korg,6,8,NA
1998,korg,6,24,NA
1998,korg,6,25,NA
1998,korg,6,29,NA
1998,korg,6,35,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,1,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,2,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,3,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,4,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,5,NA
1999,korg,1,6,NA
1999,korg,1,6,NA
1999,korg,1,6,NA
1999,korg,1,6,NA
1999,korg,1,6,NA
1999,korg,1,6,NA
1999,korg,1,7,NA
1999,korg,1,7,NA
1999,korg,1,7,NA
1999,korg,1,7,NA
1999,korg,1,7,NA
1999,korg,1,8,NA
1999,korg,1,8,NA
1999,korg,1,8,NA
1999,korg,1,8,NA
1999,korg,1,8,NA
1999,korg,1,8,NA
1999,korg,1,9,NA
1999,korg,1,9,NA
1999,korg,1,9,NA
1999,korg,1,10,NA
1999,korg,1,10,NA
1999,korg,1,10,NA
1999,korg,1,12,NA
1999,korg,1,12,NA
1999,korg,1,12,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,1,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,2,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,3,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,4,NA
1999,korg,2,5,NA
1999,korg,2,5,NA
1999,korg,2,5,NA
1999,korg,2,5,NA
1999,korg,2,5,NA
1999,korg,2,5,NA
1999,korg,2,5,NA
1999,korg,2,5,NA
1999,korg,2,6,NA
1999,korg,2,6,NA
1999,korg,2,6,NA
1999,korg,2,6,NA
1999,korg,2,6,NA
1999,korg,2,6,NA
1999,korg,2,7,NA
1999,korg,2,7,NA
1999,korg,2,7,NA
1999,korg,2,7,NA
1999,korg,2,7,NA
1999,korg,2,7,NA
1999,korg,2,8,NA
1999,korg,2,8,NA
1999,korg,2,8,NA
1999,korg,2,8,NA
1999,korg,2,8,NA
1999,korg,2,8,NA
1999,korg,2,8,NA
1999,korg,2,9,NA
1999,korg,2,9,NA
1999,korg,2,9,NA
1999,korg,2,9,NA
1999,korg,2,9,NA
1999,korg,2,9,NA
1999,korg,2,10,NA
1999,korg,2,10,NA
1999,korg,2,10,NA
1999,korg,2,10,NA
1999,korg,2,10,NA
1999,korg,2,11,NA
1999,korg,2,12,NA
1999,korg,2,12,NA
1999,korg,2,12,NA
1999,korg,2,12,NA
1999,korg,2,12,NA
1999,korg,3,1,NA
1999,korg,3,1,NA
1999,korg,3,1,NA
1999,korg,3,2,NA
1999,korg,3,2,NA
1999,korg,3,2,NA
1999,korg,3,2,NA
1999,korg,3,2,NA
1999,korg,3,2,NA
1999,korg,3,3,NA
1999,korg,3,4,NA
1999,korg,3,4,NA
1999,korg,3,4,NA
1999,korg,3,4,NA
1999,korg,3,5,NA
1999,korg,3,5,NA
1999,korg,3,5,NA
1999,korg,3,5,NA
1999,korg,3,6,NA
1999,korg,3,6,NA
1999,korg,3,6,NA
1999,korg,3,6,NA
1999,korg,3,6,NA
1999,korg,3,7,NA
1999,korg,3,7,NA
1999,korg,3,7,NA
1999,korg,3,7,NA
1999,korg,3,7,NA
1999,korg,3,7,NA
1999,korg,3,7,NA
1999,korg,3,7,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,8,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,9,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,10,NA
1999,korg,3,11,NA
1999,korg,3,11,NA
1999,korg,3,11,NA
1999,korg,3,11,NA
1999,korg,3,11,NA
1999,korg,3,11,NA
1999,korg,3,11,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,12,NA
1999,korg,3,13,NA
1999,korg,3,13,NA
1999,korg,3,13,NA
1999,korg,3,13,NA
1999,korg,3,13,NA
1999,korg,3,13,NA
1999,korg,3,13,NA
1999,korg,3,13,NA
1999,korg,3,14,NA
1999,korg,3,14,NA
1999,korg,3,14,NA
1999,korg,3,14,NA
1999,korg,3,14,NA
1999,korg,3,15,NA
1999,korg,3,15,NA
1999,korg,3,15,NA
1999,korg,3,15,NA
1999,korg,3,15,NA
1999,korg,3,15,NA
1999,korg,3,15,NA
1999,korg,3,15,NA
1999,korg,3,16,NA
1999,korg,3,16,NA
1999,korg,3,16,NA
1999,korg,3,16,NA
1999,korg,3,17,NA
1999,korg,3,17,NA
1999,korg,3,17,NA
1999,korg,3,17,NA
1999,korg,3,18,NA
1999,korg,3,18,NA
1999,korg,3,19,NA
1999,korg,3,21,NA
1999,korg,3,23,NA
1999,korg,3,25,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,1,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,2,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,3,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,4,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,5,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,6,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,7,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
1999,korg,4,8,NA
