Ecology;Site;Site_code;Latitude;Longitude;Year;Date;Sample;N;ID;DN;Rate_of_aneuploid_cells;Ploidy_of_aneuploid_cells;BTN_genotype;COI-test_Hemo;COI-test_Foot;Sex;L;Last_ring;Increment;Age;ring1;ring2;ring3;ring4;ring5;ring6;ring7;ring8;ring9;ring10;ring11;ring12;ring13;OGP_sample;OGP_site
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B25;no;0;NA;healthy;NA;NA;female;38;36;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B26;no;0;NA;healthy;NA;NA;male;38;"32,6";"5,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B27;no;0;NA;healthy;NA;NA;male;"31,8";"29,5";"2,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B28;yes;69;"5,2";BTN2.2;COI-2/COI-9**;COI-9**;no gametes;"45,2";"41,2";4;6;NA;NA;"8,2";"19,5";"34,3";"41,2";NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B29;no;0;NA;healthy;NA;NA;female;45;"42,4";"2,6";7;NA;NA;"8,9";"16,1";"27,8";"34,7";"42,4";NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B30;no;0;NA;healthy;NA;NA;male;"41,3";"40,1";"1,2";6;NA;NA;"8,4";"13,8";"31,9";"40,1";NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B31;no;0;NA;healthy;NA;NA;female;35;"30,4";"4,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;B;32;B32;no;0;NA;healthy;NA;NA;female;"47,7";"45,3";"2,4";6;NA;NA;"9,1";"20,1";"36,2";"45,3";NA;NA;NA;NA;NA;NA;NA;"1,066316585";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C1;no;0;NA;healthy;NA;NA;female;"44,4";"43,3";"1,1";7;NA;"4,4";"7,1";"13,8";"21,9";"35,2";"43,3";NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C2;no;0;NA;healthy;NA;NA;male;"45,5";"44,4";"1,1";7;NA;"6,6";"10,9";"16,4";"27,7";"37,6";"44,4";NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C3;no;0;NA;healthy;NA;NA;female;38;"35,5";"2,5";8;NA;"5,1";"8,2";12;"23,2";"28,3";"31,5";"35,5";NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C4;yes;96;NA;BTN2.2;COI-2/COI-Y*;COI-Y*;no gametes;"33,5";"29,2";"4,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C5;no;0;NA;healthy;NA;NA;female;"43,9";"41,8";"2,1";8;NA;"5,8";"9,8";"12,2";"17,5";"29,2";"36,9";"41,8";NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C6;no;0;NA;healthy;NA;NA;female;"40,4";"39,5";"0,9";7;NA;"4,4";"7,5";"13,5";"22,8";"34,3";"39,5";NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C7;no;0;NA;healthy;NA;NA;male;31;28;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C8;no;0;NA;healthy;NA;NA;male;"29,3";"24,4";"4,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C9;no;0;NA;healthy;NA;NA;male;"36,2";"34,4";"1,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C10;no;0;NA;healthy;NA;NA;male;35;"32,5";"2,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C11;no;0;NA;healthy;NA;NA;female;"36,7";"33,6";"3,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C12;no;0;NA;healthy;NA;NA;female;38;"36,5";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C13;no;0;NA;healthy;NA;NA;female;"28,2";"22,6";"5,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C14;no;0;NA;healthy;NA;NA;female;"33,7";"29,4";"4,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C15;no;0;NA;healthy;NA;NA;female;35;"33,4";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C16;no;0;NA;healthy;NA;NA;male;25;22;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C17;no;0;NA;healthy;NA;NA;male;"37,2";"32,9";"4,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C18;no;0;NA;healthy;NA;NA;male;"26,7";"24,1";"2,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C19;no;0;NA;healthy;NA;NA;male;"40,3";36;"4,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C20;no;0;NA;healthy;NA;NA;male;"32,1";"29,1";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C21;yes;71;"5,3";BTN2.2;COI-2/COI-2B;COI-2B;no gametes;"33,2";"30,2";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C22;yes;19;"5,1";BTN2.2;J111_f_like;J111_f_like;female;"29,8";"24,2";"5,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C23;no;0;NA;healthy;NA;NA;female;"43,3";39;"4,3";8;NA;"4,9";"6,7";"9,3";"15,8";"20,3";"30,9";39;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C24;no;0;NA;healthy;NA;NA;male;"37,2";33;"4,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C25;no;0;NA;healthy;NA;NA;female;39;"37,1";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C26;no;0;NA;healthy;NA;NA;female;"37,9";"33,2";"4,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C27;no;0;NA;healthy;NA;NA;female;"32,8";"29,1";"3,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C28;no;0;NA;healthy;NA;NA;male;"26,7";"22,3";"4,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C29;no;0;NA;healthy;NA;NA;male;"34,4";32;"2,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C30;yes;75;"4,8";BTN2.2;COI-2/COI-2B;COI-2B;no gametes;"36,1";"32,5";"3,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C31;yes;50;"5,3";BTN2.2;COI-2/COI-2B*;COI-2B*;male;33;"29,2";"3,8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Marchekan's stones;MAR;"59,542665";"150,781082";2023;25/06/2023;C;32;C32;no;0;NA;healthy;NA;NA;female;"35,3";"30,9";"4,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,976090995";"1,091489849"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A1;no;0;NA;healthy;NA;NA;female;40;"38,8";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A2;no;0;NA;healthy;NA;NA;male;"43,1";"41,2";"1,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A3;no;0;NA;healthy;NA;NA;no gametes;"43,8";"42,8";1;9;NA;"3,6";"6,7";"8,6";"20,8";"25,5";"34,5";"40,5";"42,8";NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A4;no;0;NA;healthy;NA;NA;male;42;"40,9";"1,1";9;NA;4;"7,8";"12,4";"21,5";"28,1";"33,1";37;"40,9";NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A5;no;0;NA;healthy;NA;NA;male;"34,8";"33,1";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A6;no;0;NA;healthy;NA;NA;female;"40,9";"39,4";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A7;no;0;NA;healthy;NA;NA;male;"40,7";"39,8";"0,9";9;NA;"4,7";"7,7";"13,3";20;"26,5";"30,5";36;"39,8";NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A8;no;0;NA;healthy;NA;NA;male;"42,7";"42,1";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A9;no;0;NA;healthy;NA;NA;female;"37,2";"36,6";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A10;no;0;NA;healthy;NA;NA;female;"33,7";"32,1";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A11;no;0;NA;healthy;NA;NA;female;"34,8";"33,1";"1,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A12;no;0;NA;healthy;NA;NA;female;"39,7";"38,1";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A13;no;0;NA;healthy;NA;NA;female;"36,6";"36,1";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A14;no;0;NA;healthy;NA;NA;male;"41,7";"41,2";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A15;no;0;NA;healthy;NA;NA;male;"34,9";34;"0,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A16;no;0;NA;healthy;NA;NA;male;36;"35,3";"0,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A17;no;0;NA;healthy;NA;NA;male;"36,2";35;"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A18;no;0;NA;healthy;NA;NA;female;"31,7";"29,4";"2,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A19;no;0;NA;healthy;NA;NA;male;"27,2";"25,7";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A20;no;0;NA;healthy;NA;NA;female;"36,4";"35,2";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A21;no;0;NA;healthy;NA;NA;female;"43,2";42;"1,2";9;NA;"3,7";"6,2";"8,8";"14,2";"27,6";"37,9";"38,8";42;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A22;no;0;NA;healthy;NA;NA;male;"41,5";"40,4";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A23;no;0;NA;healthy;NA;NA;female;"36,4";"34,4";2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A24;no;0;NA;healthy;NA;NA;female;44;"42,7";"1,3";9;NA;"4,2";"8,7";"13,8";"21,8";29;"34,3";"41,4";"42,7";NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A25;no;0;NA;healthy;NA;NA;male;"44,6";"43,5";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A26;no;0;NA;healthy;NA;NA;male;"39,5";"37,9";"1,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A27;no;0;NA;healthy;NA;NA;female;"43,6";"42,1";"1,5";9;NA;"3,6";"5,5";"10,2";"14,3";"22,7";"31,3";"37,4";"42,1";NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A28;no;0;NA;healthy;NA;NA;female;"30,1";"29,5";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A29;no;0;NA;healthy;NA;NA;male;"29,4";"28,2";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A30;no;0;NA;healthy;NA;NA;male;"25,2";"24,2";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A31;no;0;NA;healthy;NA;NA;male;"31,6";"29,2";"2,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;A;32;A32;no;0;NA;healthy;NA;NA;female;"28,7";"26,2";"2,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"0,899435954";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B1;no;0;NA;healthy;NA;NA;no gametes;44;"43,2";"0,8";8;NA;"3,2";"7,6";"12,7";"18,2";"27,7";"37,2";"43,2";NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B2;no;0;NA;healthy;NA;NA;male;"38,6";"37,2";"1,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B3;no;0;NA;healthy;NA;NA;male;"41,4";"40,4";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B4;no;0;NA;healthy;NA;NA;male;"40,9";"39,6";"1,3";8;NA;"3,9";"8,1";"16,6";"24,6";"29,9";"36,7";"39,6";NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B5;no;0;NA;healthy;NA;NA;male;"39,5";"38,5";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B6;no;0;NA;healthy;NA;NA;female;"42,6";"41,4";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B7;no;0;NA;healthy;NA;NA;male;"39,7";"37,3";"2,4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B8;no;0;NA;healthy;NA;NA;female;"42,3";"41,2";"1,1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B9;no;0;NA;healthy;NA;NA;female;"55,8";"54,3";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B10;no;0;NA;healthy;NA;NA;male;"40,5";"38,2";"2,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B11;no;0;NA;healthy;NA;NA;female;"29,6";"28,6";1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B12;no;0;NA;healthy;NA;NA;male;"33,2";"31,7";"1,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B13;no;0;NA;healthy;NA;NA;female;"40,1";"37,1";3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B14;no;0;NA;healthy;NA;NA;female;"40,9";"40,2";"0,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B15;no;0;NA;healthy;NA;NA;female;"33,2";"30,9";"2,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B16;no;0;NA;healthy;NA;NA;female;"48,2";"47,6";"0,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B17;no;0;NA;healthy;NA;NA;male;"45,8";"44,6";"1,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B18;no;0;NA;healthy;NA;NA;female;"47,1";"45,2";"1,9";8;NA;"4,2";"12,6";"23,5";"28,8";"35,6";"41,4";"45,2";NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B19;no;0;NA;healthy;NA;NA;male;32;"28,7";"3,3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B20;no;0;NA;healthy;NA;NA;male;"43,5";"40,9";"2,6";8;NA;"5,6";9;"14,5";"23,8";"31,7";"36,2";"40,9";NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B21;no;0;NA;healthy;NA;NA;female;"35,4";"34,9";"0,5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B22;no;0;NA;healthy;NA;NA;male;"30,9";"27,7";"3,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B23;no;0;NA;healthy;NA;NA;male;"51,4";"50,9";"0,5";9;NA;"4,6";9;"16,8";"26,4";"35,6";"43,4";"45,6";"50,9";NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B24;no;0;NA;healthy;NA;NA;male;"42,8";"40,2";"2,6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B25;no;0;NA;healthy;NA;NA;female;"32,3";"29,4";"2,9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B26;no;0;NA;healthy;NA;NA;male;"28,6";"25,9";"2,7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
yes;Batareynaya Inlet;BAT;"59,459253";"150,925504";2023;30.06.2023;B;32;B27;no;0;NA;healthy;NA;NA;female;30;"26,8";"3,2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1,043716399";"0,942700627"
