"","sample.id","year","latitude","longitude","n.obs","nirv.gs.avg","nirv.gs.med","nirv.gs.q90","nirv.max","nirv.max.lwr","nirv.max.upr","nirv.max.doy"
"19757","S_904",2008,55.1123813,160.158423,4,0.218300499664352,0.217287901784762,0.24000189590377,0.24000189590377,0.214822003917782,0.257889383965308,198
"19758","S_904",2009,55.1123813,160.158423,11,0.198873907004112,0.205237150592288,0.218703262329762,0.218703262329762,0.199434183928406,0.236485429670017,192
"19759","S_904",2011,55.1123813,160.158423,3,0.187002810393491,0.195212804473003,0.196078215104627,0.214843646008625,0.213761882719095,0.222222348306174,184
"19760","S_904",2012,55.1123813,160.158423,4,0.216533675610302,0.225538446020565,0.236003100187642,0.236003100187642,0.208219351925471,0.255507112585621,181
"19761","S_904",2013,55.1123813,160.158423,8,0.203020225301546,0.189968801490583,0.23942414583149,0.23942414583149,0.212251747907588,0.286623185898336,184
"19762","S_904",2014,55.1123813,160.158423,11,0.211129263109165,0.224327683800605,0.243718410269323,0.243718410269323,0.204453295377794,0.261675443086711,185
"19763","S_904",2015,55.1123813,160.158423,5,0.211188269941003,0.210687444347874,0.232869569168436,0.232869569168436,0.218022190478861,0.252659390511066,183
"19764","S_904",2016,55.1123813,160.158423,12,0.216252759950839,0.219327240061037,0.248635140429416,0.248635140429416,0.218780584504395,0.270258642700224,189
"19765","S_904",2017,55.1123813,160.158423,14,0.205267681248733,0.204359003947511,0.22836454511657,0.22836454511657,0.176959353970735,0.246344506077824,191
"19766","S_904",2018,55.1123813,160.158423,14,0.212988376818549,0.226997024038124,0.238994028591796,0.238994028591796,0.207614243764398,0.247178767930588,188
"19767","S_904",2019,55.1123813,160.158423,6,0.199071685622617,0.202169366686041,0.219044009687697,0.219044009687697,0.177559508485845,0.253384459633531,207
"19768","S_904",2020,55.1123813,160.158423,10,0.189475365616195,0.199803367877316,0.201291532835384,0.201952200183871,0.191647358657116,0.209211019093343,207
"19769","S_904",2021,55.1123813,160.158423,7,0.202782405294865,0.202671766536906,0.218812813589601,0.218812813589601,0.198578954734,0.224962543970722,208
"19770","S_904",2022,55.1123813,160.158423,10,0.188639061029151,0.194684925961033,0.201701149967625,0.202636846968334,0.16743149192897,0.228134497289963,209
