id	WOarea	collecting_area
01040100111102000017334	                             2,500000	                             0,000000
01040100111102000017341	                             1,400000	                             0,000000
01040100111102000017358	                             1,200000	                            50,300000
01040100111102000017365	                             1,500000	                             0,000000
01040100111102000017372	                             1,500000	                            12,300000
01040100111102000017389	                             2,700000	                           200,000000
01040100111102000017396	                             4,400000	                            84,800000
01040100111102000017402	                             4,500000	                           188,000000
01040100111102000017419	                            13,200000	                            65,800000
01040100111102000017426	                             2,000000	                            17,200000
01040100111102000017433	                            12,800000	                           165,000000
01040100111102000017440	                            39,800000	                           340,000000
01040100111102000017457	                             1,900000	                             0,000000
01040100111102000017464	                             1,400000	                             0,000000
01040100111102000017471	                             1,500000	                             0,000000
01040100111102000017488	                            44,600000	                           419,000000
01040100111102000017495	                            11,000000	                             0,000000
01040100121402000016380	                            58,500000	                         2.120,000000
01040100211102000017531	                             1,400000	                             0,000000
01040100211102000017548	                            10,500000	                           422,000000
01040100211102000017555	                             2,900000	                           150,000000
01040100211102000017562	                            23,400000	                           248,000000
01040100211102000017579	                             3,200000	                             0,000000
01040100211102000017586	                            25,100000	                         1.510,000000
01040100211102000017593	                             3,000000	                             0,000000
01040100211102000017609	                            22,000000	                           169,000000
01040100211102000017616	                             1,100000	                             0,000000
01040100211102000017623	                             2,000000	                             0,000000
01040100211102000017630	                            21,600000	                           258,000000
01040100211102000017647	                             3,400000	                             0,000000
01040100211102000017654	                            14,800000	                           446,000000
01040100211102000017661	                             1,200000	                             0,000000
01040100211102000017678	                             1,400000	                            26,100000
01040100211102000017685	                             3,100000	                            94,500000
01040100211102000017692	                            36,900000	                           328,000000
01040100211102000017708	                             2,400000	                           390,000000
01040100211102000017715	                             2,000000	                            16,100000
01040100211102000017722	                             5,600000	                            17,800000
01040100211102000017739	                             7,000000	                           116,000000
