"Site";"Lat";"Lon";"Average_Fetch";"Sample";"Position";"Shore";"N_T";"N_E";"Salinity";"Shore_river";"River";"Drainage_Area";"River_Size";"Lat_river";"Lon_river";"Min_dist_river";"Shore_river_Large";"River_Large";"Drainage_Area_Large";"Lat_river_Large";"Lon_river_Large";"Min_dist_river_Large";"Shore_port";"Port";"Port_Status";"Lat_port";"Lon_port";"Min_dist_port";"North_Fetch";"East_Fetch";"South_Fetch";"West_Fetch";"Site_Exposition";"Dist_cut";"Prop_T";"Lat2";"Lon2";"Fetch"
"Ryazh7";67,028334;32,531011;3,974;"Ryazh43";"Algae";"Karel";44;208;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,6544952174151;"Kand";"Niva";"12800";67,130271;32,418253;12,3419422306629;"Karel";"Vitino";"Active";67,07657;32,33363;10,0991743621831;8,807;0,458;0,617;6,012;"Sheltered";17,2046327946026;0,174603174603175;67,028334;32,531011;2,00107215197631
"Ryazh7";67,028334;32,531011;3,974;"Ryazh44";"Bottom";"Karel";10;65;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,6544952174151;"Kand";"Niva";"12800";67,130271;32,418253;12,3419422306629;"Karel";"Vitino";"Active";67,07657;32,33363;10,0991743621831;8,807;0,458;0,617;6,012;"Sheltered";17,2046327946026;0,133333333333333;67,02833401;32,53101101;2,00107215197631
"Ryazh7";67,028334;32,531011;3,974;"Ryazh45";"Algae";"Karel";74;212;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,6544952174151;"Kand";"Niva";"12800";67,130271;32,418253;12,3419422306629;"Karel";"Vitino";"Active";67,07657;32,33363;10,0991743621831;8,807;0,458;0,617;6,012;"Sheltered";17,2046327946026;0,258741258741259;67,02833402;32,53101102;2,00107215197631
"Ryazh7";67,028334;32,531011;3,974;"Ryazh46";"Bottom";"Karel";3;49;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,6544952174151;"Kand";"Niva";"12800";67,130271;32,418253;12,3419422306629;"Karel";"Vitino";"Active";67,07657;32,33363;10,0991743621831;8,807;0,458;0,617;6,012;"Sheltered";17,2046327946026;0,0576923076923077;67,02833403;32,53101103;2,00107215197631
"Ryazh7";67,028334;32,531011;3,974;"Ryazh47";"Algae";"Karel";67;212;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,6544952174151;"Kand";"Niva";"12800";67,130271;32,418253;12,3419422306629;"Karel";"Vitino";"Active";67,07657;32,33363;10,0991743621831;8,807;0,458;0,617;6,012;"Sheltered";17,2046327946026;0,240143369175627;67,02833404;32,53101104;2,00107215197631
"Ryazh7";67,028334;32,531011;3,974;"Ryazh48";"Bottom";"Karel";0;36;21;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,6544952174151;"Kand";"Niva";"12800";67,130271;32,418253;12,3419422306629;"Karel";"Vitino";"Active";67,07657;32,33363;10,0991743621831;8,807;0,458;0,617;6,012;"Sheltered";17,2046327946026;0;67,02833405;32,53101105;2,00107215197631
"Ryazh8";67,01993333;32,57121667;1,268;"Ryazh55";"Algae";"Karel";25;74;20;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,3885796700988;"Kand";"Niva";"12800";67,130271;32,418253;13,943560212764;"Karel";"Vitino";"Active";67,07657;32,33363;12,0744565649265;2,13;2,912;0,001;0,027;"Sheltered";18,9127948309808;0,252525252525253;67,01993333;32,57121667;0,821254369338491
"Ryazh8";67,01993333;32,57121667;1,268;"Ryazh56";"Bottom";"Karel";14;71;20;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,3885796700988;"Kand";"Niva";"12800";67,130271;32,418253;13,943560212764;"Karel";"Vitino";"Active";67,07657;32,33363;12,0744565649265;2,13;2,912;0,001;0,027;"Sheltered";18,9127948309808;0,164705882352941;67,01993334;32,57121668;0,821254369338491
"Ryazh8";67,01993333;32,57121667;1,268;"Ryazh57";"Algae";"Karel";71;202;20;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,3885796700988;"Kand";"Niva";"12800";67,130271;32,418253;13,943560212764;"Karel";"Vitino";"Active";67,07657;32,33363;12,0744565649265;2,13;2,912;0,001;0,027;"Sheltered";18,9127948309808;0,26007326007326;67,01993335;32,57121669;0,821254369338491
"Ryazh8";67,01993333;32,57121667;1,268;"Ryazh58";"Bottom";"Karel";11;50;20;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,3885796700988;"Kand";"Niva";"12800";67,130271;32,418253;13,943560212764;"Karel";"Vitino";"Active";67,07657;32,33363;12,0744565649265;2,13;2,912;0,001;0,027;"Sheltered";18,9127948309808;0,180327868852459;67,01993336;32,5712167;0,821254369338491
"Ryazh8";67,01993333;32,57121667;1,268;"Ryazh59";"Algae";"Karel";94;101;20;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,3885796700988;"Kand";"Niva";"12800";67,130271;32,418253;13,943560212764;"Karel";"Vitino";"Active";67,07657;32,33363;12,0744565649265;2,13;2,912;0,001;0,027;"Sheltered";18,9127948309808;0,482051282051282;67,01993337;32,57121671;0,821254369338491
"Ryazh8";67,01993333;32,57121667;1,268;"Ryazh60";"Bottom";"Karel";4;37;20;"Kand";"Luvenga";"175";"Small";67,100373;32,693133;10,3885796700988;"Kand";"Niva";"12800";67,130271;32,418253;13,943560212764;"Karel";"Vitino";"Active";67,07657;32,33363;12,0744565649265;2,13;2,912;0,001;0,027;"Sheltered";18,9127948309808;0,0975609756097561;67,01993338;32,57121672;0,821254369338491
"Sedl2";66,9396;32,65831667;14,055;"Sedl2_1";"Algae";"Karel";93;92;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,2895245636719;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,2895245636719;"Karel";"Vitino";"Active";67,07657;32,33363;20,75645821029;6,084;27,247;16,513;6,377;"Exposed";28,5174375794372;0,502702702702703;66,9396;32,65831667;3,14483792409619
"Sedl2";66,9396;32,65831667;14,055;"Sedl2_2";"Bottom";"Karel";6;86;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,2895245636719;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,2895245636719;"Karel";"Vitino";"Active";67,07657;32,33363;20,75645821029;6,084;27,247;16,513;6,377;"Exposed";28,5174375794372;0,0652173913043478;66,93960001;32,65831668;3,14483792409619
"Sedl2";66,9396;32,65831667;14,055;"Sedl2_3";"Algae";"Karel";68;75;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,2895245636719;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,2895245636719;"Karel";"Vitino";"Active";67,07657;32,33363;20,75645821029;6,084;27,247;16,513;6,377;"Exposed";28,5174375794372;0,475524475524476;66,93960002;32,65831669;3,14483792409619
"Sedl2";66,9396;32,65831667;14,055;"Sedl2_4";"Bottom";"Karel";10;68;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,2895245636719;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,2895245636719;"Karel";"Vitino";"Active";67,07657;32,33363;20,75645821029;6,084;27,247;16,513;6,377;"Exposed";28,5174375794372;0,128205128205128;66,93960003;32,6583167;3,14483792409619
"Sedl2";66,9396;32,65831667;14,055;"Sedl2_5";"Algae";"Karel";74;36;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,2895245636719;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,2895245636719;"Karel";"Vitino";"Active";67,07657;32,33363;20,75645821029;6,084;27,247;16,513;6,377;"Exposed";28,5174375794372;0,672727272727273;66,93960004;32,65831671;3,14483792409619
"Sedl2";66,9396;32,65831667;14,055;"Sedl2_6";"Bottom";"Karel";3;23;16;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";"Large";66,871784;32,407422;13,2895245636719;"Karel";"Knyazhegubskaya HPﾐ channel";"NA";66,871784;32,407422;13,2895245636719;"Karel";"Vitino";"Active";67,07657;32,33363;20,75645821029;6,084;27,247;16,513;6,377;"Exposed";28,5174375794372;0,115384615384615;66,93960005;32,65831672;3,14483792409619
"Son1";66,17808333;34,20433333;10,022;"Son1_1";"Algae";"Karel";6;17;28;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,55422268288805;"Karel";"Keret";"3360";66,281723;33,580341;30,2479303496546;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3648992106612;37,592;0,029;0,599;1,867;"Sheltered";137,00516712539;0,260869565217391;66,17808333;34,20433333;7,26666455952689
"Son1";66,17808333;34,20433333;10,022;"Son1_2";"Bottom";"Karel";6;69;28;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,55422268288805;"Karel";"Keret";"3360";66,281723;33,580341;30,2479303496546;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3648992106612;37,592;0,029;0,599;1,867;"Sheltered";137,00516712539;0,08;66,17808334;34,20433334;7,26666455952689
"Son1";66,17808333;34,20433333;10,022;"Son1_3";"Algae";"Karel";1;22;28;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,55422268288805;"Karel";"Keret";"3360";66,281723;33,580341;30,2479303496546;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3648992106612;37,592;0,029;0,599;1,867;"Sheltered";137,00516712539;0,0434782608695652;66,17808335;34,20433335;7,26666455952689
"Son1";66,17808333;34,20433333;10,022;"Son1_4";"Bottom";"Karel";3;121;28;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,55422268288805;"Karel";"Keret";"3360";66,281723;33,580341;30,2479303496546;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3648992106612;37,592;0,029;0,599;1,867;"Sheltered";137,00516712539;0,0241935483870968;66,17808336;34,20433336;7,26666455952689
"Son1";66,17808333;34,20433333;10,022;"Son1_5";"Algae";"Karel";6;10;28;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,55422268288805;"Karel";"Keret";"3360";66,281723;33,580341;30,2479303496546;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3648992106612;37,592;0,029;0,599;1,867;"Sheltered";137,00516712539;0,375;66,17808337;34,20433337;7,26666455952689
"Son1";66,17808333;34,20433333;10,022;"Son1_6";"Bottom";"Karel";6;28;28;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,55422268288805;"Karel";"Keret";"3360";66,281723;33,580341;30,2479303496546;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3648992106612;37,592;0,029;0,599;1,867;"Sheltered";137,00516712539;0,176470588235294;66,17808338;34,20433338;7,26666455952689
"Son2";66,1821;34,21001667;24,515;"Son2_1";"Algae";"Karel";25;32;30;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,8963005651979;"Karel";"Keret";"3360";66,281723;33,580341;30,320967261701;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3977830983239;56,731;38,29;0,498;2,542;"Exposed";136,807642387638;0,43859649122807;66,18196667;34,21001667;13,8566420143898
"Son2";66,1821;34,21001667;24,515;"Son2_2";"Bottom";"Karel";91;151;30;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,8963005651979;"Karel";"Keret";"3360";66,281723;33,580341;30,320967261701;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3977830983239;56,731;38,29;0,498;2,542;"Exposed";136,807642387638;0,37603305785124;66,18196668;34,21001668;13,8566420143898
"Son2";66,1821;34,21001667;24,515;"Son2_3";"Algae";"Karel";7;19;30;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,8963005651979;"Karel";"Keret";"3360";66,281723;33,580341;30,320967261701;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3977830983239;56,731;38,29;0,498;2,542;"Exposed";136,807642387638;0,269230769230769;66,18196669;34,21001669;13,8566420143898
"Son2";66,1821;34,21001667;24,515;"Son2_4";"Bottom";"Karel";30;68;30;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,8963005651979;"Karel";"Keret";"3360";66,281723;33,580341;30,320967261701;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3977830983239;56,731;38,29;0,498;2,542;"Exposed";136,807642387638;0,306122448979592;66,1819667;34,2100167;13,8566420143898
"Son2";66,1821;34,21001667;24,515;"Son2_5";"Algae";"Karel";15;43;30;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,8963005651979;"Karel";"Keret";"3360";66,281723;33,580341;30,320967261701;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3977830983239;56,731;38,29;0,498;2,542;"Exposed";136,807642387638;0,258620689655172;66,18196671;34,21001671;13,8566420143898
"Son2";66,1821;34,21001667;24,515;"Son2_6";"Bottom";"Karel";35;217;30;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;2,8963005651979;"Karel";"Keret";"3360";66,281723;33,580341;30,320967261701;"Karel";"Keret";"Abandoned";66,294178;33,640656;28,3977830983239;56,731;38,29;0,498;2,542;"Exposed";136,807642387638;0,138888888888889;66,18196672;34,21001672;13,8566420143898
"Son3";66,15833333;34,2344;9,923;"Son3_1";"Algae";"Karel";0;17;8;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,50156915418829;"Karel";"Gridina";"540";65,924619;34,658458;32,279919576115;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6024646473736;4,249;34,034;0,295;1,114;"Sheltered";139,575603391705;0;66,15833333;34,2344;0,175252210909239
"Son3";66,15833333;34,2344;9,923;"Son3_2";"Bottom";"Karel";0;27;8;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,50156915418829;"Karel";"Gridina";"540";65,924619;34,658458;32,279919576115;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6024646473736;4,249;34,034;0,295;1,114;"Sheltered";139,575603391705;0;66,15833334;34,23440001;0,175252210909239
"Son3";66,15833333;34,2344;9,923;"Son3_3";"Algae";"Karel";3;11;8;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,50156915418829;"Karel";"Gridina";"540";65,924619;34,658458;32,279919576115;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6024646473736;4,249;34,034;0,295;1,114;"Sheltered";139,575603391705;0,214285714285714;66,15833335;34,23440002;0,175252210909239
"Son3";66,15833333;34,2344;9,923;"Son3_4";"Bottom";"Karel";3;28;8;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,50156915418829;"Karel";"Gridina";"540";65,924619;34,658458;32,279919576115;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6024646473736;4,249;34,034;0,295;1,114;"Sheltered";139,575603391705;0,0967741935483871;66,15833336;34,23440003;0,175252210909239
"Son3";66,15833333;34,2344;9,923;"Son3_5";"Algae";"Karel";4;22;8;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,50156915418829;"Karel";"Gridina";"540";65,924619;34,658458;32,279919576115;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6024646473736;4,249;34,034;0,295;1,114;"Sheltered";139,575603391705;0,153846153846154;66,15833337;34,23440004;0,175252210909239
"Son3";66,15833333;34,2344;9,923;"Son3_6";"Bottom";"Karel";1;24;8;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,50156915418829;"Karel";"Gridina";"540";65,924619;34,658458;32,279919576115;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6024646473736;4,249;34,034;0,295;1,114;"Sheltered";139,575603391705;0,04;66,15833338;34,23440005;0,175252210909239
"Son4";66,1588;34,23586667;9,943;"Son4_1";"Algae";"Karel";0;17;14;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,583019655391179;"Karel";"Gridina";"540";65,924619;34,658458;32,2824196674326;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6339117490273;3,996;34,098;0,359;1,317;"Sheltered";139,572421274982;0;66,1588;34,23586667;12,7270273076866
"Son4";66,1588;34,23586667;9,943;"Son4_2";"Bottom";"Karel";6;58;14;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,583019655391179;"Karel";"Gridina";"540";65,924619;34,658458;32,2824196674326;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6339117490273;3,996;34,098;0,359;1,317;"Sheltered";139,572421274982;0,09375;66,15880001;34,23586668;12,7270273076866
"Son4";66,1588;34,23586667;9,943;"Son4_3";"Algae";"Karel";8;25;14;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,583019655391179;"Karel";"Gridina";"540";65,924619;34,658458;32,2824196674326;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6339117490273;3,996;34,098;0,359;1,317;"Sheltered";139,572421274982;0,242424242424242;66,15880002;34,23586669;12,7270273076866
"Son4";66,1588;34,23586667;9,943;"Son4_4";"Bottom";"Karel";2;65;14;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,583019655391179;"Karel";"Gridina";"540";65,924619;34,658458;32,2824196674326;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6339117490273;3,996;34,098;0,359;1,317;"Sheltered";139,572421274982;0,0298507462686567;66,15880003;34,2358667;12,7270273076866
"Son4";66,1588;34,23586667;9,943;"Son4_5";"Algae";"Karel";3;22;14;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,583019655391179;"Karel";"Gridina";"540";65,924619;34,658458;32,2824196674326;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6339117490273;3,996;34,098;0,359;1,317;"Sheltered";139,572421274982;0,12;66,15880004;34,23586671;12,7270273076866
"Son4";66,1588;34,23586667;9,943;"Son4_6";"Bottom";"Karel";1;56;14;"Karel";"Sonreka";"167";"Small";66,156553;34,224147;0,583019655391179;"Karel";"Gridina";"540";65,924619;34,658458;32,2824196674326;"Karel";"Keret";"Abandoned";66,294178;33,640656;30,6339117490273;3,996;34,098;0,359;1,317;"Sheltered";139,572421274982;0,0175438596491228;66,15880005;34,23586672;12,7270273076866
"SOSN";66,632689;34,497628;2,405;"SOSN1";"Algae";"Kand";18;50;14;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,2502728900615;"Kand";"Umba";"6250";66,664609;34,297657;9,50139358883353;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,96176747041688;0,035;0,039;0,376;9,171;"Sheltered";111,317364247274;0,264705882352941;66,632689;34,497628;0,457468890899867
"SOSN";66,632689;34,497628;2,405;"SOSN2";"Bottom";"Kand";1;7;14;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,2502728900615;"Kand";"Umba";"6250";66,664609;34,297657;9,50139358883353;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,96176747041688;0,035;0,039;0,376;9,171;"Sheltered";111,317364247274;0,125;66,63268901;34,49762801;0,457468890899867
"SOSN";66,632689;34,497628;2,405;"SOSN3";"Algae";"Kand";2;22;14;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,2502728900615;"Kand";"Umba";"6250";66,664609;34,297657;9,50139358883353;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,96176747041688;0,035;0,039;0,376;9,171;"Sheltered";111,317364247274;0,0833333333333333;66,63268902;34,49762802;0,457468890899867
"SOSN";66,632689;34,497628;2,405;"SOSN4";"Bottom";"Kand";1;8;14;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,2502728900615;"Kand";"Umba";"6250";66,664609;34,297657;9,50139358883353;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,96176747041688;0,035;0,039;0,376;9,171;"Sheltered";111,317364247274;0,111111111111111;66,63268903;34,49762803;0,457468890899867
"SOSN";66,632689;34,497628;2,405;"SOSN5";"Algae";"Kand";2;38;14;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,2502728900615;"Kand";"Umba";"6250";66,664609;34,297657;9,50139358883353;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,96176747041688;0,035;0,039;0,376;9,171;"Sheltered";111,317364247274;0,05;66,63268904;34,49762804;0,457468890899867
"SOSN";66,632689;34,497628;2,405;"SOSN6";"Bottom";"Kand";1;11;14;"Kand";"Vypcha";"161";"Small";66,633041;34,492023;0,2502728900615;"Kand";"Umba";"6250";66,664609;34,297657;9,50139358883353;"Kand";"Umba";"Abandoned";66,67797;34,357655;7,96176747041688;0,035;0,039;0,376;9,171;"Sheltered";111,317364247274;0,0833333333333333;66,63268905;34,49762805;0,457468890899867
"Tel";67,106144;32,322582;1,723;"Tel1";"Algae";"Karel";75;39;12;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,93026538983497;"Kand";"Niva";"12800";67,130271;32,418253;4,93026538983497;"Karel";"Vitino";"Active";67,07657;32,33363;3,32306634156174;3,046;1,095;1,816;0,935;"Sheltered";6,26522690132385;0,657894736842105;67,106144;32,322582;1,14295380578181
"Tel";67,106144;32,322582;1,723;"Tel2";"Bottom";"Karel";108;15;12;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,93026538983497;"Kand";"Niva";"12800";67,130271;32,418253;4,93026538983497;"Karel";"Vitino";"Active";67,07657;32,33363;3,32306634156174;3,046;1,095;1,816;0,935;"Sheltered";6,26522690132385;0,878048780487805;67,10614401;32,32258201;1,14295380578181
"Tel";67,106144;32,322582;1,723;"Tel3";"Algae";"Karel";176;31;12;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,93026538983497;"Kand";"Niva";"12800";67,130271;32,418253;4,93026538983497;"Karel";"Vitino";"Active";67,07657;32,33363;3,32306634156174;3,046;1,095;1,816;0,935;"Sheltered";6,26522690132385;0,85024154589372;67,10614402;32,32258202;1,14295380578181
"Tel";67,106144;32,322582;1,723;"Tel4";"Bottom";"Karel";83;13;12;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,93026538983497;"Kand";"Niva";"12800";67,130271;32,418253;4,93026538983497;"Karel";"Vitino";"Active";67,07657;32,33363;3,32306634156174;3,046;1,095;1,816;0,935;"Sheltered";6,26522690132385;0,864583333333333;67,10614403;32,32258203;1,14295380578181
"Tel";67,106144;32,322582;1,723;"Tel5";"Algae";"Karel";102;19;12;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,93026538983497;"Kand";"Niva";"12800";67,130271;32,418253;4,93026538983497;"Karel";"Vitino";"Active";67,07657;32,33363;3,32306634156174;3,046;1,095;1,816;0,935;"Sheltered";6,26522690132385;0,84297520661157;67,10614404;32,32258204;1,14295380578181
"Tel";67,106144;32,322582;1,723;"Tel6";"Bottom";"Karel";67;7;12;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,93026538983497;"Kand";"Niva";"12800";67,130271;32,418253;4,93026538983497;"Karel";"Vitino";"Active";67,07657;32,33363;3,32306634156174;3,046;1,095;1,816;0,935;"Sheltered";6,26522690132385;0,905405405405405;67,10614405;32,32258205;1,14295380578181
"Tel2";67,10595;32,32296667;1,751;"Tel2-1";"Algae";"Karel";236;44;6;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,92813853827598;"Kand";"Niva";"12800";67,130271;32,418253;4,92813853827598;"Karel";"Vitino";"Active";67,07657;32,33363;3,29935040001163;3,084;1,057;1,804;1,059;"Sheltered";6,2856534637154;0,842857142857143;67,10595;32,32296667;1,38953318797873
"Tel2";67,10595;32,32296667;1,751;"Tel2-2";"Bottom";"Karel";191;5;6;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,92813853827598;"Kand";"Niva";"12800";67,130271;32,418253;4,92813853827598;"Karel";"Vitino";"Active";67,07657;32,33363;3,29935040001163;3,084;1,057;1,804;1,059;"Sheltered";6,2856534637154;0,974489795918367;67,10595001;32,32296668;1,38953318797873
"Tel2";67,10595;32,32296667;1,751;"Tel2-3";"Algae";"Karel";167;100;6;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,92813853827598;"Kand";"Niva";"12800";67,130271;32,418253;4,92813853827598;"Karel";"Vitino";"Active";67,07657;32,33363;3,29935040001163;3,084;1,057;1,804;1,059;"Sheltered";6,2856534637154;0,625468164794007;67,10595002;32,32296669;1,38953318797873
"Tel2";67,10595;32,32296667;1,751;"Tel2-4";"Bottom";"Karel";155;43;6;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,92813853827598;"Kand";"Niva";"12800";67,130271;32,418253;4,92813853827598;"Karel";"Vitino";"Active";67,07657;32,33363;3,29935040001163;3,084;1,057;1,804;1,059;"Sheltered";6,2856534637154;0,782828282828283;67,10595003;32,3229667;1,38953318797873
"Tel2";67,10595;32,32296667;1,751;"Tel2-5";"Algae";"Karel";105;37;6;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,92813853827598;"Kand";"Niva";"12800";67,130271;32,418253;4,92813853827598;"Karel";"Vitino";"Active";67,07657;32,33363;3,29935040001163;3,084;1,057;1,804;1,059;"Sheltered";6,2856534637154;0,73943661971831;67,10595004;32,32296671;1,38953318797873
"Tel2";67,10595;32,32296667;1,751;"Tel2-6";"Bottom";"Karel";143;10;6;"Kand";"Niva";"12800";"Large";67,130271;32,418253;4,92813853827598;"Kand";"Niva";"12800";67,130271;32,418253;4,92813853827598;"Karel";"Vitino";"Active";67,07657;32,33363;3,29935040001163;3,084;1,057;1,804;1,059;"Sheltered";6,2856534637154;0,934640522875817;67,10595005;32,32296672;1,38953318797873
"Ter";66,9647;32,854848;9,922;"Ter1";"Algae";"Kand";51;110;23;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;14,4428826987835;"Kand";"Kolvitsa";"1260";67,0832;32,991099;14,4428826987835;"Karel";"Vitino";"Active";67,07657;32,33363;25,8201878952464;4,542;0,238;20,344;14,565;"Exposed";31,5541774432768;0,316770186335404;66,9647;32,854848;8,22540028799082
"Ter";66,9647;32,854848;9,922;"Ter2";"Bottom";"Kand";10;82;23;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;14,4428826987835;"Kand";"Kolvitsa";"1260";67,0832;32,991099;14,4428826987835;"Karel";"Vitino";"Active";67,07657;32,33363;25,8201878952464;4,542;0,238;20,344;14,565;"Exposed";31,5541774432768;0,108695652173913;66,96470001;32,85484801;8,22540028799082
"Ter";66,9647;32,854848;9,922;"Ter3";"Algae";"Kand";90;171;23;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;14,4428826987835;"Kand";"Kolvitsa";"1260";67,0832;32,991099;14,4428826987835;"Karel";"Vitino";"Active";67,07657;32,33363;25,8201878952464;4,542;0,238;20,344;14,565;"Exposed";31,5541774432768;0,344827586206897;66,96470002;32,85484802;8,22540028799082
"Ter";66,9647;32,854848;9,922;"Ter4";"Bottom";"Kand";9;128;23;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;14,4428826987835;"Kand";"Kolvitsa";"1260";67,0832;32,991099;14,4428826987835;"Karel";"Vitino";"Active";67,07657;32,33363;25,8201878952464;4,542;0,238;20,344;14,565;"Exposed";31,5541774432768;0,0656934306569343;66,96470003;32,85484803;8,22540028799082
"Ter";66,9647;32,854848;9,922;"Ter5";"Algae";"Kand";61;134;23;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;14,4428826987835;"Kand";"Kolvitsa";"1260";67,0832;32,991099;14,4428826987835;"Karel";"Vitino";"Active";67,07657;32,33363;25,8201878952464;4,542;0,238;20,344;14,565;"Exposed";31,5541774432768;0,312820512820513;66,96470004;32,85484804;8,22540028799082
"Ter";66,9647;32,854848;9,922;"Ter6";"Bottom";"Kand";15;75;23;"Kand";"Kolvitsa";"1260";"Large";67,0832;32,991099;14,4428826987835;"Kand";"Kolvitsa";"1260";67,0832;32,991099;14,4428826987835;"Karel";"Vitino";"Active";67,07657;32,33363;25,8201878952464;4,542;0,238;20,344;14,565;"Exposed";31,5541774432768;0,166666666666667;66,96470005;32,85484805;8,22540028799082
